data_di_misurazione,id_station,denominazione,comune,provincia,Longitude,Latitude,tipologia_di_area,tipologia_di_stazione,rete,interesse_rete,id_pollutant,inquinante_misurato,valore_inquinante_misurato,limite,unita_misura,superamenti,indice_qualita,classe_qualita
2019-01-22,17,"Bari - Caldarola","Bari","Bari",16.888064,41.113542,"Urbana","Traffico","RRQA","PUBBLICO","2","C6H6",0.9,5,"µg/m³",null,18,"ottima"
2019-01-22,54,"Bari - Cavour","Bari","Bari",16.872552,41.122269,"Urbana","Traffico","RRQA","PUBBLICO","2","C6H6",1.7,5,"µg/m³",null,34,"buona"
2019-01-22,14,"Molfetta - Verdi","Molfetta","Bari",16.605253,41.201101,"Urbana","Traffico","RRQA","PUBBLICO","2","C6H6",1.3,5,"µg/m³",null,26,"ottima"
2019-01-22,66,"Monopoli - Aldo Moro","Monopoli","Bari",17.290285,40.951167,"Suburbana","Traffico","RRQA","PUBBLICO","2","C6H6",0.5,5,"µg/m³",null,10,"ottima"
2019-01-22,92,"Monopoli - Liceo Artistico Russo","Monopoli","Bari",17.284267,40.961578,"Suburbana","Traffico","RRQA","PUBBLICO","2","C6H6",0.7,5,"µg/m³",null,14,"ottima"
2019-01-23,17,"Bari - Caldarola","Bari","Bari",16.888064,41.113542,"Urbana","Traffico","RRQA","PUBBLICO","2","C6H6",0.9,5,"µg/m³",null,18,"ottima"
2019-01-23,54,"Bari - Cavour","Bari","Bari",16.872552,41.122269,"Urbana","Traffico","RRQA","PUBBLICO","2","C6H6",1.9,5,"µg/m³",null,38,"buona"
2019-01-23,14,"Molfetta - Verdi","Molfetta","Bari",16.605253,41.201101,"Urbana","Traffico","RRQA","PUBBLICO","2","C6H6",0.9,5,"µg/m³",null,18,"ottima"
2019-01-23,66,"Monopoli - Aldo Moro","Monopoli","Bari",17.290285,40.951167,"Suburbana","Traffico","RRQA","PUBBLICO","2","C6H6",1.0,5,"µg/m³",null,20,"ottima"
2019-01-23,92,"Monopoli - Liceo Artistico Russo","Monopoli","Bari",17.284267,40.961578,"Suburbana","Traffico","RRQA","PUBBLICO","2","C6H6",1.5,5,"µg/m³",null,30,"ottima"
2019-01-24,17,"Bari - Caldarola","Bari","Bari",16.888064,41.113542,"Urbana","Traffico","RRQA","PUBBLICO","2","C6H6",0.8,5,"µg/m³",null,16,"ottima"
2019-01-24,54,"Bari - Cavour","Bari","Bari",16.872552,41.122269,"Urbana","Traffico","RRQA","PUBBLICO","2","C6H6",1.2,5,"µg/m³",null,24,"ottima"
2019-01-24,14,"Molfetta - Verdi","Molfetta","Bari",16.605253,41.201101,"Urbana","Traffico","RRQA","PUBBLICO","2","C6H6",0.9,5,"µg/m³",null,18,"ottima"
2019-01-24,66,"Monopoli - Aldo Moro","Monopoli","Bari",17.290285,40.951167,"Suburbana","Traffico","RRQA","PUBBLICO","2","C6H6",0.6,5,"µg/m³",null,12,"ottima"
2019-01-24,92,"Monopoli - Liceo Artistico Russo","Monopoli","Bari",17.284267,40.961578,"Suburbana","Traffico","RRQA","PUBBLICO","2","C6H6",0.6,5,"µg/m³",null,12,"ottima"
