Data_incidente;Latitudine;Longitudine;Centro_abitato;Tipo_di_strada;Caratteristiche_della_strada;Stato_fondo_stradale;Tipo_pavimentazione;Condizioni_meteo;Condizioni_traffico;Danni_a_cose;Incidente_con_lesioni;Inviata_ore;Sul_posto_ore;DIFF. Intervento
02/11/2023;4.109.083;1.686.996;si;Strada Urbana;Intersezione semaforizzata;Asciutto;Asfaltata;Sereno;Normale;no;no;17:00;17:10;10
02/11/2023;411.288;168.359;si;Strada Urbana;Rettilineo;Sdrucciolevole (pietrisco);Strada pavimentata dissestata;Sereno;Scarso;no;si;17:30;17:40;10
02/11/2023;4.111.174;1.687.498;si;Strada Urbana;Incrocio;Asciutto;Asfaltata;Sereno;Normale;no;no;18:50;19:00;10
02/11/2023;4.112.396;1.686.855;si;Strada Urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Normale;no;no;20:20;20:30;10
02/11/2023;4.110.462;169.011;si;Strada Urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Scarso;no;si;00:00;00:00;0
02/11/2023;4.112.247;1.687.903;si;Strada Urbana;Incrocio;Asciutto;Asfaltata;Sereno;Normale;no;si;23:05;23:15;10
03/11/2023;4.110.696;1.688.462;si;Strada Urbana;Rettilineo;Asciutto;Asfaltata;Nuvoloso;Intenso;no;si;08:32;08:45;13
03/11/2023;4.110.979;1.684.863;si;Strada Urbana;Rotatoria;Asciutto;Asfaltata;Nuvoloso;Scarso;no;no;08:50;09:00;10
03/11/2023;4.112.232;1.686.331;si;Strada Urbana;Intersezione semaforizzata;Asciutto;Asfaltata;Sereno;Normale;no;no;10:40;11:10;30
03/11/2023;4.111.835;1.686.362;si;Strada Urbana;Incrocio;Asciutto;Asfaltata;Sereno;Normale;no;no;12:20;12:35;15
03/11/2023;4.112.837;1.678.233;si;Strada Urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Scarso;no;no;15:00;15:15;15
03/11/2023;4.110.948;1.689.199;si;Strada Urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Normale;no;no;17:40;17:50;10
03/11/2023;4.110.662.787;1.688.089.939;si;Strada Urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Scarso;no;si;21:55;22:05;10
04/11/2023;4.112.229;1.687.367;si;Strada Urbana;Intersezione semaforizzata;Asciutto;Asfaltata;Sereno;Normale;no;no;11:00;11:10;10
04/11/2023;4.112.004;1.687.264;si;Strada Urbana;Incrocio;Asciutto;Asfaltata;Sereno;Normale;no;no;10:45;10:55;10
04/11/2023;4.115.054;1.675.854;si;Strada Urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Normale;no;si;14:55;15:05;10
04/11/2023;4.112.392;1.681.379;si;Strada Urbana;Incrocio;Asciutto;Asfaltata;Sereno;Normale;no;no;16:00;16:10;10
04/11/2023;4.112.242.722;1.687.598.988;si;Strada Urbana;Incrocio;Asciutto;Asfaltata;Sereno;Normale;no;si;16:45;17:05;20
04/11/2023;4.110.139;1.686.075;si;Strada Urbana;Incrocio;Asciutto;Asfaltata;Sereno;Normale;no;si;20:15;20:30;15
05/11/2023;410.978.865;16.886.681;si;Strada Urbana;Incrocio;Asciutto;Asfaltata;Sereno;Scarso;no;no;01:30;01:40;10
05/11/2023;4.111.587;1.684.885;si;Strada Urbana;Curva senza visuale libera;Asciutto;Asfaltata;Sereno;Scarso;no;no;08:25;08:45;20
05/11/2023;4.112.606;1.686.929;si;Strada Urbana;Incrocio;Asciutto;Asfaltata;Sereno;Normale;no;si;18:15;18:20;5
05/11/2023;4.109.591;1.682.123;no;Statale;Rettilineo;Asciutto;Asfaltata;Sereno;Scarso;no;si;18:40;18:55;15
06/11/2023;411.358;168.121;si;Strada Urbana;Incrocio;Asciutto;Asfaltata;Sereno;Scarso;si;no;00:45;00:55;10
06/11/2023;4.112.612;16.871;si;Strada Urbana;Intersezione stradale segnalata;Asciutto;Asfaltata;Sereno;Scarso;no;si;03:05;03:15;10
06/11/2023;4.110.603;1.686.766;si;Strada Urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Normale;no;no;10:10;10:20;10
06/11/2023;4.112.311;1.685.864;si;Strada Urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Intenso;no;si;13:34;13:40;6
06/11/2023;410.955.233;169.441.159;si;Strada Urbana;Intersezione semaforizzata;Asciutto;Asfaltata;Sereno;Normale;no;no;10:30;10:45;15
06/11/2023;411.067;1.691.506;si;Strada Urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Intenso;si;no;11:00;11:15;15
06/11/2023;411.118;1.684.875;si;Strada Urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Normale;no;no;10:45;10:55;10
06/11/2023;4.104.119;1.684.942;si;Strada Urbana;Intersezione semaforizzata;Asciutto;Asfaltata;Sereno;Normale;no;si;11:30;11:40;10
06/11/2023;4.113.068;1.683.782;si;Strada Urbana;Incrocio;Asciutto;Asfaltata;Sereno;Intenso;no;si;11:35;11:45;10
06/11/2023;4.112.356;1.681.086;si;Strada Urbana;Intersezione semaforizzata;Asciutto;Asfaltata;Sereno;Normale;no;no;14:15;14:20;5
06/11/2023;4.111.432;1.685.104;si;Strada Urbana;Incrocio;Asciutto;Strada pavimentata dissestata;Sereno;Intenso;no;no;14:30;14:40;10
06/11/2023;4.110.935;1.690.793;si;Strada Urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Normale;no;si;17:00;17:05;5
06/11/2023;4.112.551;1.687.205;si;Strada Urbana;Incrocio;Asciutto;Asfaltata;Nuvoloso;Normale;no;no;18:10;18:20;10
06/11/2023;4.108.417;1.684.752;si;Strada Urbana;Rotatoria;Asciutto;Asfaltata;Sereno;Scarso;no;no;18:25;18:35;10
06/11/2023;410.756.247;168.675.748;si;Strada Urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Scarso;si;no;19:30;19:50;20
06/11/2023;4.110.449;1.687.789;si;Strada Urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Scarso;no;no;20:30;20:00;-30
06/11/2023;4.111.823;1.686.235;si;Strada Urbana;Incrocio;Asciutto;Asfaltata;Sereno;Normale;no;no;21:20;21:30;10
07/11/2023;411.249.269;167.953.834;si;Strada Urbana;Incrocio;Asciutto;Asfaltata;Sereno;Scarso;no;si;00:55;01:05;10
07/11/2023;41.128.945;168.521.647;si;Strada Urbana;Rettilineo;Bagnato (pioggia);Asfaltata;Pioggia in atto;Normale;no;no;15:20;15:35;15
07/11/2023;4.112.522;1.681.522;no;Comunale extraurbana;Curva senza visuale libera;Bagnato (pioggia);Asfaltata;Nuvoloso;Scarso;no;no;15:15;15:25;10
07/11/2023;4.110.397;1.686.465;si;Strada Urbana;Intersezione semaforizzata;Asciutto;Asfaltata;Sereno;Scarso;no;no;19:45;19:55;10
08/11/2023;4.110.227.998;1.686.700.565;si;Strada Urbana;Incrocio;Bagnato (pioggia);Asfaltata;Pioggia in atto;Intenso;no;si;07:40;07:50;10
08/11/2023;4.111.300.534;1.689.270.533;si;Strada Urbana;Rotatoria;Asciutto;Asfaltata;Sereno;Normale;no;no;13:30;13:40;10
08/11/2023;4.111.829;1.678.146;si;Strada Urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Scarso;no;no;12:50;13:00;10
08/11/2023;4.111.301;168.311;si;Strada Urbana;Incrocio;Asciutto;Asfaltata;Sereno;Normale;no;si;14:35;14:55;20
08/11/2023;4.107.525;1.686.451;si;Strada Urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Normale;no;no;15:15;15:30;15
08/11/2023;4.111.415;1.684.293;si;Strada Urbana;Incrocio;Asciutto;Asfaltata;Sereno;Normale;no;no;16:00;16:10;10
08/11/2023;4.113.836;1.681.551;si;Strada Urbana;Intersezione stradale segnalata;Asciutto;Asfaltata;Sereno;Normale;no;si;16:30;16:35;5
08/11/2023;4.112.003;1.687.261;si;Strada Urbana;Intersezione semaforizzata;Asciutto;Asfaltata;Nuvoloso;Intenso;no;si;16:45;16:55;10
08/11/2023;4.108.767;1.699.471;si;Strada Urbana;Incrocio;Asciutto;Asfaltata;Sereno;Normale;no;si;17:45;18:15;30
08/11/2023;410.674.646;168.627.649;si;Strada Urbana;Intersezione semaforizzata;Bagnato (pioggia);Asfaltata;Pioggia in atto;Normale;no;si;17:55;18:10;15
08/11/2023;4.107.329;1.685.848;si;Strada Urbana;Incrocio;Bagnato (pioggia);Asfaltata;Pioggia in atto;Normale;no;si;18:50;19:00;10
09/11/2023;411.094.155;168.738.804;si;Strada Urbana;Incrocio;Asciutto;Asfaltata;Sereno;Scarso;no;si;05:30;05:40;10
09/11/2023;4.112.459;1.679.336;si;Strada Urbana;Intersezione stradale segnalata;Asciutto;Asfaltata;Sereno;Normale;no;si;10:15;10:20;5
09/11/2023;4.110.303;1.687.919;si;Strada Urbana;Incrocio;Asciutto;Asfaltata;Sereno;Normale;no;si;11:00;11:10;10
09/11/2023;4.113.725;1.681.376;si;Strada Urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Normale;no;no;11:10;11:20;10
09/11/2023;4.112.397;1.686.811;si;Strada Urbana;Incrocio;Asciutto;Asfaltata;Sereno;Normale;no;si;12:35;12:45;10
09/11/2023;4.110.222;1.693.587;si;Strada Urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Scarso;no;no;13:15;13:20;5
09/11/2023;4.110.954;1.689.138;si;Strada Urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Normale;no;si;13:10;13:20;10
09/11/2023;4.113.167;1.683.409;si;Strada Urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Scarso;no;si;14:10;14:20;10
09/11/2023;411.053.686;16.860.925;si;Strada Urbana;Intersezione semaforizzata;Asciutto;Asfaltata;Sereno;Normale;no;si;15:15;15:30;15
09/11/2023;4.112.897;1.687.293;si;Strada Urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Normale;no;si;17:06;17:10;4
09/11/2023;4.112.874;1.679.935;si;Strada Urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Normale;no;si;17:20;17:35;15
09/11/2023;4.110.703;1.687.387;si;Strada Urbana;Incrocio;Asciutto;Asfaltata;Sereno;Normale;no;no;17:40;17:50;10
09/11/2023;411.124.969;168.302.154;si;Strada Urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Intenso;no;no;18:30;18:50;20
09/11/2023;4.111.241;1.689.389;si;Strada Urbana;Rettilineo;Asciutto;Asfaltata;Nuvoloso;Normale;no;si;18:30;18:35;5
09/11/2023;4.110.473;1.691.706;si;Strada Urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Scarso;no;si;20:30;20:38;8
10/11/2023;4.110.775;1.687.039;si;Strada Urbana;Rettilineo;Asciutto;Asfaltata;Nuvoloso;Scarso;si;no;07:30;07:45;15
10/11/2023;411.086.219;168.958.203;si;Strada Urbana;Rettilineo;Bagnato (pioggia);Asfaltata;Nuvoloso;Scarso;no;si;08:11;08:20;9
10/11/2023;4.113.414;1.681.851;si;Strada Urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Intenso;no;no;09:10;09:25;15
10/11/2023;4.110.061.539;168.754.624;si;Strada Urbana;Rettilineo;Asciutto;Asfaltata;Nuvoloso;Scarso;no;no;14:35;15:00;25
10/11/2023;4.111.952;1.686.377;si;Strada Urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Normale;no;no;16:30;16:45;15
10/11/2023;4.112.518;1.685.283;si;Strada Urbana;Rettilineo;Asciutto;Strada pavimentata dissestata;Sereno;Intenso;no;si;17:50;18:10;20
10/11/2023;4.109.687;1.685.435;si;Strada Urbana;Incrocio;Asciutto;Asfaltata;Sereno;Normale;no;no;20:48;21:20;32
10/11/2023;411.109;1.687.208;si;Strada Urbana;Incrocio;Asciutto;Asfaltata;Sereno;Scarso;no;no;20:15;20:25;10
10/11/2023;4.112.203;168.587;si;Strada Urbana;Incrocio;Asciutto;Asfaltata;Sereno;Normale;no;si;20:47;21:05;18
10/11/2023;4.112.365;1.685.313;si;Strada Urbana;Rettilineo;Bagnato (pioggia);Asfaltata;Pioggia in atto;Scarso;no;no;00:15;00:30;15
10/11/2023;4.112.574;1.686.767;si;Strada Urbana;Rettilineo;Bagnato (pioggia);Asfaltata;Pioggia in atto;Scarso;no;no;00:15;00:25;10
11/11/2023;4.111.368;1.688.066;si;Strada Urbana;Incrocio;Asciutto;Asfaltata;Nuvoloso;Scarso;no;no;02:50;02:55;5
11/11/2023;411.281;1.679.753;si;Strada Urbana;Curva a visuale libera;Sdrucciolevole (pietrisco);Asfaltata;Sereno;Normale;no;no;00:00;00:00;0
11/11/2023;4.109.253;1.696.155;si;Strada Urbana;Incrocio;Asciutto;Asfaltata;Sereno;Normale;no;no;13:15;13:25;10
11/11/2023;4.111.824;1.686.257;si;Strada Urbana;Incrocio;Asciutto;Asfaltata;Sereno;Normale;no;si;14:00;14:15;15
11/11/2023;4.113.818;1.681.007;si;Strada Urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Scarso;no;no;18:35;19:00;25
11/11/2023;4.106.101;1.686.668;si;Strada Urbana;Incrocio;Asciutto;Asfaltata;Sereno;Normale;no;no;18:46;18:59;13
11/11/2023;4.110.712.308;1.687.410.989;si;Strada Urbana;Intersezione semaforizzata;Asciutto;Asfaltata;Sereno;Normale;no;no;21:45;21:50;5
11/11/2023;4.110.572.627;1.688.612.283;si;Strada Urbana;Incrocio;Asciutto;Asfaltata;Sereno;Normale;no;no;22:55;23:00;5
12/11/2023;4.109.157;1.684.911;no;Comunale extraurbana;Intersezione non regolata/non segnalata;Asciutto;Asfaltata;Sereno;Scarso;si;no;02:10;02:20;10
12/11/2023;4.112.084;1.687.257;si;Strada Urbana;Intersezione semaforizzata;Bagnato (pioggia);Asfaltata;Pioggia in atto;Scarso;no;si;09:45;09:55;10
12/11/2023;4.110.018;1.686.458;si;Strada Urbana;Intersezione semaforizzata;Asciutto;Asfaltata;Nuvoloso;Normale;no;no;11:30;11:45;15
12/11/2023;4.110.423;1.687.646;si;Strada Urbana;Intersezione semaforizzata;Asciutto;Asfaltata;Sereno;Normale;no;no;12:20;12:30;10
12/11/2023;4.112.383;1.679.894;si;Strada Urbana;Rettilineo;Bagnato (pioggia);Asfaltata;Pioggia in atto;Normale;no;si;18:55;19:20;25
12/11/2023;4.110.419;1.681.553;si;Provinciale entro l'abitato;Rettilineo;Bagnato (pioggia);Asfaltata;Pioggia in atto;Normale;no;no;21:15;21:28;13
13/11/2023;4.109.253;1.689.257;no;Statale;Rettilineo;Asciutto;Asfaltata;Sereno;Intenso;no;no;08:05;08:25;20
13/11/2023;4.109.377;1.688.333;si;Strada Urbana;Incrocio;Asciutto;Asfaltata;Sereno;Normale;no;si;00:00;00:00;0
13/11/2023;4.111.673;1.681.846;si;Strada Urbana;Incrocio;Asciutto;Asfaltata;Sereno;Scarso;no;si;00:00;00:00;0
13/11/2023;4.110.347;1.686.859;si;Strada Urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Scarso;no;si;09:10;09:20;10
13/11/2023;4.113.088;1.683.693;si;Strada Urbana;Rettilineo;Asciutto;Con buche;Nuvoloso;Scarso;no;si;09:20;09:30;10
13/11/2023;4.111.742;1.678.081;si;Strada Urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Scarso;no;no;09:20;09:25;5
13/11/2023;4.109.516;1.686.724;si;Strada Urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Normale;no;no;10:15;10:25;10
13/11/2023;411.214;1.686.209;si;Strada Urbana;Intersezione stradale segnalata;Asciutto;Asfaltata;Sereno;Normale;no;si;10:35;10:40;5
13/11/2023;4.111.438;1.685.105;si;Strada Urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Intenso;no;no;11:25;11:40;15
13/11/2023;4.110.241.991;16.884.266;si;Strada Urbana;Incrocio;Asciutto;Asfaltata;Sereno;Normale;no;si;13:20;13:30;10
13/11/2023;4.112.937;1.685.132;si;Strada Urbana;Intersezione semaforizzata;Asciutto;Asfaltata;Sereno;Normale;no;no;14:45;14:50;5
13/11/2023;4.114.493;1.679.677;no;Statale;Rettilineo;Asciutto;Asfaltata;Sereno;Intenso;no;no;15:50;16:15;25
13/11/2023;410.827;1.701.333;no;Statale;Rettilineo;Asciutto;Asfaltata;Sereno;Intenso;no;no;17:45;18:10;25
13/11/2023;4.111.764;1.688.141;si;Strada Urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Normale;no;no;17:35;17:40;5
13/11/2023;4.110.338;1.686.304;si;Strada Urbana;Incrocio;Asciutto;Asfaltata;Sereno;Normale;no;no;18:40;18:45;5
13/11/2023;4.107.992;1.685.071;si;Strada Urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Scarso;no;si;20:20;20:35;15
13/11/2023;4.116.278;1.674.842;si;Strada Urbana;Incrocio;Asciutto;Asfaltata;Sereno;Normale;no;si;21:15;21:30;15
14/11/2023;4.109.215.812;1.687.658.649;si;Strada Urbana;Pendenza;Asciutto;Asfaltata;Sereno;Scarso;no;no;00:40;00:50;10
14/11/2023;411.020.504;1.688.204.963;si;Strada Urbana;Incrocio;Asciutto;Asfaltata;Sereno;Normale;no;no;08:15;08:30;15
14/11/2023;4.110.719;1.688.481;si;Strada Urbana;Rettilineo;Bagnato (pioggia);Asfaltata;Sereno;Intenso;no;no;00:00;00:00;0
14/11/2023;4.112.816;1.685.937;si;Strada Urbana;Intersezione semaforizzata;Asciutto;Asfaltata;Sereno;Intenso;no;si;08:45;09:00;15
14/11/2023;4.114.527;1.677.798;no;Statale;Incrocio;Asciutto;Asfaltata;Sereno;Normale;no;no;08:50;09:00;10
14/11/2023;4.112.051;1.684.815;si;Strada Urbana;Rotatoria;Asciutto;Asfaltata;Sereno;Normale;no;si;08:45;08:50;5
14/11/2023;4.112.431;1.682.553;si;Strada Urbana;Incrocio;Asciutto;Asfaltata;Sereno;Scarso;no;no;10:30;10:40;10
14/11/2023;4.111.656;1.686.518;si;Strada Urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Intenso;no;no;13:27;13:40;13
14/11/2023;4.110.959;1.686.584;si;Strada Urbana;Incrocio;Asciutto;Asfaltata;Sereno;Intenso;no;no;13:25;13:40;15
14/11/2023;4.112.815.391;1.683.785.418;si;Strada Urbana;Intersezione semaforizzata;Asciutto;Asfaltata;Sereno;Normale;no;no;17:00;17:15;15
14/11/2023;4.111.075;1.687.374;si;Strada Urbana;Incrocio;Asciutto;Asfaltata;Nuvoloso;Intenso;no;si;17:00;17:10;10
14/11/2023;4.111.025;1.678.869;si;Strada Urbana;Rotatoria;Asciutto;Asfaltata;Sereno;Normale;no;no;17:55;18:05;10
14/11/2023;4.110.072;168.542;si;Strada Urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Normale;no;no;17:35;18:00;25
14/11/2023;4.107.396;1.687.137;si;Strada Urbana;Incrocio;Asciutto;Asfaltata;Sereno;Normale;no;no;18:45;19:00;15
14/11/2023;411.254;1.685.812;si;Strada Urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Normale;no;no;18:40;18:45;5
14/11/2023;411.195;1.686.343;si;Strada Urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Normale;no;si;20:30;20:40;10
14/11/2023;4.111.172;1.685.497;si;Strada Urbana;Incrocio;Asciutto;Asfaltata;Nuvoloso;Scarso;no;no;20:40;20:50;10
14/11/2023;4.112.592;1.686.784;si;Strada Urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Scarso;no;si;00:00;00:00;0
14/11/2023;4.109.274;1.687.027;si;Strada Urbana;Intersezione non regolata/non segnalata;Asciutto;Asfaltata;Sereno;Normale;si;no;00:00;00:00;0
15/11/2023;4.109.009;1.689.166;no;Statale;Curva a visuale libera;Asciutto;Asfaltata;Sereno;Normale;si;si;00:15;00:20;5
15/11/2023;4.113.645;1.681.901;si;Strada Urbana;Intersezione stradale segnalata;Asciutto;Asfaltata;Sereno;Scarso;no;si;00:40;00:55;15
15/11/2023;4.110.892.256;1.686.519.216;si;Strada Urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Normale;no;no;13:30;13:40;10
15/11/2023;4.111.093;1.686.205;si;Strada Urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Normale;no;si;13:45;13:55;10
15/11/2023;410.991;1.686.045;si;Strada Urbana;Incrocio;Asciutto;Asfaltata;Sereno;Normale;no;no;15:00;15:20;20
15/11/2023;4.110.708.412;1.687.299.844;si;Strada Urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Normale;no;no;15:15;15:20;5
15/11/2023;4.112.434;1.687.523;si;Strada Urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Normale;no;si;16:10;16:16;6
15/11/2023;4.115.326;1.676.658;si;Strada Urbana;Incrocio;Asciutto;Asfaltata;Sereno;Intenso;no;no;19:00;19:15;15
15/11/2023;4.110.222.843;1.691.105.726;si;Strada Urbana;Intersezione semaforizzata;Asciutto;Asfaltata;Sereno;Scarso;no;si;23:10;23:20;10
16/11/2023;4.108.643;1.686.899;si;Strada Urbana;Rettilineo;Asciutto;Strada pavimentata dissestata;Sereno;Normale;no;si;08:10;08:20;10
16/11/2023;4.112.110.984;1.685.427.706;si;Strada Urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Normale;no;no;09:10;09:15;5
16/11/2023;4.110.595;1.687.359;si;Strada Urbana;Incrocio;Asciutto;Asfaltata;Sereno;Normale;no;si;09:25;09:40;15
16/11/2023;4.107.349;1.686.283;si;Strada Urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Normale;no;no;12:35;12:45;10
16/11/2023;4.111.298.161;1.689.268.608;si;Strada Urbana;Rotatoria;Asciutto;Asfaltata;Sereno;Normale;no;no;14:15;00:00;-855
16/11/2023;41.096.896;168.996.159;si;Strada Urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Intenso;no;no;17:00;17:10;10
16/11/2023;4.113.543;1.682.678;si;Strada Urbana;Rotatoria;Asciutto;Asfaltata;Sereno;Normale;no;si;17:40;17:50;10
16/11/2023;4.113.071;1.683.802;si;Strada Urbana;Incrocio;Asciutto;Asfaltata;Nuvoloso;Normale;no;no;18:45;19:00;15
16/11/2023;4.111.466;1.688.025;si;Strada Urbana;Incrocio;Asciutto;Asfaltata;Sereno;Normale;no;no;19:05;19:15;10
17/11/2023;4.111.778.285;1.687.435.868;si;Strada Urbana;Sottopasso illuminato;Asciutto;Asfaltata;Sereno;Scarso;no;no;00:35;00:45;10
17/11/2023;411.265.089;168.650.511;si;Strada Urbana;Incrocio;Asciutto;Asfaltata;Sereno;Scarso;no;si;11:00;11:15;15
17/11/2023;411.035;1.688.093;si;Strada Urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Scarso;no;no;12:35;12:45;10
17/11/2023;4.107.413;1.683.027;no;Provinciale;Rettilineo;Asciutto;Asfaltata;Sereno;Normale;no;no;13:00;13:10;10
17/11/2023;4.112.422;1.682.842;si;Strada Urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Intenso;no;si;13:30;13:38;8
17/11/2023;4.111.039;1.686.148;si;Strada Urbana;Incrocio;Asciutto;Asfaltata;Sereno;Normale;no;si;14:40;14:50;10
17/11/2023;4.112.823;1.683.781;si;Strada Urbana;Incrocio;Asciutto;Asfaltata;Sereno;Normale;no;no;16:10;16:20;10
17/11/2023;4.110.242;1.692.603;si;Strada Urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Normale;no;si;15:20;15:25;5
17/11/2023;4.111.696;168.689;si;Strada Urbana;Rettilineo;Asciutto;Asfaltata;Vento forte;Intenso;no;no;17:45;18:00;15
17/11/2023;4.111.315;1.686.879;si;Strada Urbana;Incrocio;Bagnato (pioggia);Asfaltata;Pioggia in atto;Normale;no;si;18:32;18:40;8
17/11/2023;4.112.222;1.687.973;si;Strada Urbana;Incrocio;Bagnato (pioggia);Asfaltata;Pioggia in atto;Normale;no;si;19:45;20:10;25
17/11/2023;4.110.897;1.686.028;si;Strada Urbana;Rettilineo;Bagnato (pioggia);Asfaltata;Pioggia in atto;Intenso;no;si;00:00;00:00;0
17/11/2023;4.111.368;1.686.492;si;Strada Urbana;Rettilineo;Bagnato (pioggia);Asfaltata;Pioggia in atto;Scarso;no;no;20:10;20:20;10
17/11/2023;411.241;1.686.717;si;Strada Urbana;Rettilineo;Bagnato (pioggia);Asfaltata;Pioggia in atto;Normale;no;no;21:45;22:00;15
17/11/2023;4.111.258;1.687.466;si;Strada Urbana;Rettilineo;Bagnato (pioggia);Asfaltata;Nuvoloso;Scarso;no;no;23:25;23:30;5
18/11/2023;4.111.099;1.687.375;si;Strada Urbana;Rettilineo;Asciutto;Asfaltata;Vento forte;Scarso;no;no;01:25;01:30;5
18/11/2023;4.112.221.099;1.687.879.845;si;Strada Urbana;Rettilineo;Asciutto;Asfaltata;Vento forte;Scarso;no;no;07:10;07:30;20
18/11/2023;4.113.678;1.681.715;si;Strada Urbana;Incrocio;Asciutto;Asfaltata;Sereno;Normale;no;no;10:48;11:10;22
18/11/2023;4.108.819;1.686.544;si;Strada Urbana;Rettilineo;Asciutto;Asfaltata;Vento forte;Normale;no;no;10:45;11:00;15
18/11/2023;4.112.532;1.685.578;si;Strada Urbana;Incrocio;Asciutto;Asfaltata;Sereno;Normale;no;no;12:50;13:05;15
18/11/2023;4.115.269;1.677.102;si;Strada Urbana;Incrocio;Asciutto;Asfaltata;Sereno;Normale;no;no;13:03;13:10;7
18/11/2023;4.111.563.676;1.688.761.647;si;Strada Urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Scarso;no;si;13:45;13:55;10
18/11/2023;410.627;1.688.297;si;Strada Urbana;Rettilineo;Asciutto;Asfaltata;Vento forte;Normale;no;no;16:10;16:20;10
18/11/2023;4.108.978;1.686.001;no;Statale;Rettilineo;Asciutto;Asfaltata;Sereno;Intenso;si;no;19:40;19:50;10
18/11/2023;41.096.896;168.996.159;no;Statale;Rettilineo;Asciutto;Asfaltata;Vento forte;Intenso;no;no;20:15;20:20;5
18/11/2023;411.008;1.687.636;si;Strada Urbana;Incrocio;Asciutto;Asfaltata;Sereno;Normale;no;no;22:00;22:20;20
18/11/2023;4.112.610.036;1.687.211.627;si;Strada Urbana;Intersezione semaforizzata;Asciutto;Asfaltata;Sereno;Normale;no;si;00:15;00:30;15
19/11/2023;4.112.450.585;1.685.849.969;si;Strada Urbana;Incrocio;Asciutto;Asfaltata;Sereno;Scarso;no;no;03:55;04:05;10
19/11/2023;411.251.432;168.607.295;si;Strada Urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Normale;no;si;09:50;10:00;10
19/11/2023;4.111.133;1.686.817;si;Strada Urbana;Incrocio;Asciutto;Asfaltata;Sereno;Normale;no;si;11:40;11:50;10
19/11/2023;4.115.468;1.676.526;si;Strada Urbana;Incrocio;Asciutto;Asfaltata;Sereno;Normale;no;si;12:30;12:40;10
19/11/2023;4.116.432;1.674.241;si;Strada Urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Normale;si;si;14:30;14:45;15
19/11/2023;411.039;1.681.431;si;Strada Urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Intenso;no;no;17:45;18:00;15
19/11/2023;4.110.472;1.687.147;si;Strada Urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Scarso;no;no;19:05;19:15;10
19/11/2023;41.122.311;168.632.111;si;Strada Urbana;Incrocio;Asciutto;Asfaltata;Sereno;Scarso;no;si;22:54;23:10;16
19/11/2023;4.111.684;1.686.544;si;Strada Urbana;Intersezione semaforizzata;Asciutto;Asfaltata;Sereno;Scarso;no;no;00:20;00:30;10
20/11/2023;4.111.825;1.679.727;si;Strada Urbana;Incrocio;Asciutto;Asfaltata;Sereno;Scarso;no;no;12:40;13:00;20
