Data_incidente;Latitudine;Longitudine;Centro_abitato;Tipo_di_strada;Caratteristiche_della_strada;Stato_fondo_stradale;Tipo_pavimentazione;Condizioni_meteo;Condizioni_traffico;Danni_a_cose;Incidente_con_lesioni;Inviata_ore;Sul_posto_ore;DIFF. Intervento
01/01/2023;410.812;1.689.861;si;Provinciale entro l'abitato;Incrocio;Asciutto;Asfaltata;Sereno;Scarso;no;no;04:25;04:30;5
01/01/2023;4.112.404;1.687.583;si;Strada Urbana;Intersezione stradale segnalata;Asciutto;Asfaltata;Sereno;Intenso;no;no;12:04;12:12;8
01/01/2023;4.109.223;1.687.005;si;Strada Urbana;Incrocio;Bagnato (umidita' in atto);Asfaltata;Sereno;Normale;no;si;19:15;19:25;10
02/01/2023;4.112.055;1.685.524;si;Strada Urbana;Incrocio;Asciutto;Asfaltata;Sereno;Scarso;no;no;01:00;01:10;10
02/01/2023;4.111.258;1.687.394;si;Strada Urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Normale;no;no;09:45;09:50;5
02/01/2023;4.109.476;1.685.401;si;Strada Urbana;Intersezione stradale segnalata;Asciutto;Asfaltata;Sereno;Normale;no;si;10:45;10:55;10
02/01/2023;4.111.696;1.686.923;si;Strada Urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Intenso;no;si;12:10;12:15;5
02/01/2023;4.109.172;168.929;si;Strada Urbana;Rotatoria;Bagnato (umidita' in atto);Asfaltata;Sereno;Normale;no;no;18:44;18:50;6
02/01/2023;4.111.559;1.687.839;si;Strada Urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Scarso;no;no;19:10;19:20;10
02/01/2023;4.112.237;1.686.321;si;Strada Urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Scarso;no;si;18:50;19:10;20
02/01/2023;4.114.516;167.667;si;Statale entro l'abitato;Rettilineo;Asciutto;Asfaltata;Sereno;Normale;no;no;19:15;19:35;20
02/01/2023;4.115.122;1.675.976;si;Strada Urbana;Incrocio;Bagnato (umidita' in atto);Asfaltata;Foschia;Scarso;no;no;21:20;21:40;20
02/01/2023;4.111.132;1.685.316;si;Strada Urbana;Rettilineo;Bagnato (umidita' in atto);Asfaltata;Foschia;Normale;no;si;21:50;22:05;15
02/01/2023;4.112.591;1.687.237;si;Strada Urbana;Incrocio;Asciutto;Asfaltata;Sereno;Intenso;no;si;22:00;22:10;10
03/01/2023;4.110.278;1.687.358;si;Strada Urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Scarso;no;no;01:40;01:45;5
03/01/2023;4.110.559;1.687.181;si;Strada Urbana;Rettilineo;Asciutto;Asfaltata;Nuvoloso;Normale;no;no;10:00;10:10;10
03/01/2023;4.112.441;1.685.493;si;Strada Urbana;Incrocio;Asciutto;Asfaltata;Sereno;Normale;no;si;16:10;16:20;10
03/01/2023;4.110.715;1.687.422;si;Strada Urbana;Intersezione semaforizzata;Asciutto;Asfaltata;Sereno;Normale;no;no;18:00;18:20;20
04/01/2023;4.109.012;1.685.771;no;Statale;Rettilineo;Asciutto;Asfaltata;Sereno;Normale;si;no;10:00;10:15;15
04/01/2023;4.110.403;168.596;si;Strada Urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Intenso;no;si;10:19;10:35;16
04/01/2023;410.998;1.685.643;si;Strada Urbana;Rettilineo;Asciutto;Strada pavimentata dissestata;Sereno;Intenso;no;no;11:20;11:40;20
04/01/2023;4.109.967;1.688.564;si;Strada Urbana;Incrocio;Asciutto;Asfaltata;Sereno;Normale;no;no;14:30;14:45;15
04/01/2023;4.112.862;1.686.379;si;Strada Urbana;Incrocio;Asciutto;Asfaltata;Sereno;Normale;no;si;13:55;14:05;10
04/01/2023;4.113.073;1.683.783;si;Strada Urbana;Incrocio;Asciutto;Asfaltata;Sereno;Normale;no;no;14:10;14:15;5
04/01/2023;411.279;1.680.565;si;Strada Urbana;Incrocio;Asciutto;Asfaltata;Sereno;Normale;no;no;14:22;14:25;3
04/01/2023;4.113.254;1.684.557;si;Strada Urbana;Intersezione non regolata/non segnalata;Asciutto;Asfaltata;Sereno;Scarso;no;no;15:20;15:40;20
04/01/2023;4.107.749;1.686.182;si;Strada Urbana;Incrocio;Asciutto;Asfaltata;Sereno;Normale;si;no;16:05;16:20;15
04/01/2023;4.111.002;1.685.385;si;Strada Urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Normale;no;si;17:10;17:31;21
04/01/2023;4.110.105;1.687.369;si;Strada Urbana;Rettilineo;Asciutto;Strada pavimentata dissestata;Sereno;Intenso;no;no;00:00;00:00;0
04/01/2023;4.111.996;168.717;si;Strada Urbana;Incrocio;Asciutto;Asfaltata;Sereno;Intenso;no;si;18:30;18:40;10
05/01/2023;411.102;1.685.372;si;Strada Urbana;Intersezione stradale segnalata;Asciutto;Asfaltata;Sereno;Scarso;no;no;00:10;00:22;12
05/01/2023;4.115.585;1.676.192;si;Strada Urbana;Incrocio;Asciutto;Asfaltata;Sereno;Normale;no;no;10:50;11:00;10
05/01/2023;4.111.087;1.687.853;si;Strada Urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Scarso;no;no;13:10;13:20;10
05/01/2023;4.113.016;1.678.202;si;Strada Urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Scarso;no;no;16:50;17:00;10
05/01/2023;4.110.083;1.687.661;si;Strada Urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Normale;no;no;19:15;19:20;5
05/01/2023;4.112.105;1.685.358;si;Strada Urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Normale;no;no;19:35;19:45;10
05/01/2023;4.111.714;1.687.187;si;Strada Urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Normale;no;no;20:00;20:15;15
05/01/2023;4.112.441;1.686.542;si;Strada Urbana;Incrocio;Asciutto;Asfaltata;Sereno;Scarso;no;si;21:30;21:40;10
06/01/2023;41.109;1.686.571;si;Strada Urbana;Incrocio;Asciutto;Asfaltata;Sereno;Normale;no;no;15:40;15:45;5
06/01/2023;4.111.039;1.686.797;si;Strada Urbana;Incrocio;Asciutto;Asfaltata;Sereno;Normale;no;si;23:20;23:30;10
07/01/2023;4.111.541;1.687.311;si;Strada Urbana;Incrocio;Asciutto;Asfaltata;Sereno;Scarso;no;no;00:05;00:14;9
07/01/2023;411.176;1.689.181;si;Strada Urbana;Rettilineo;Bagnato (pioggia);Asfaltata;Pioggia in atto;Scarso;no;no;05:10;05:20;10
07/01/2023;4.113.719;1.682.502;si;Strada Urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Normale;no;no;10:30;10:40;10
07/01/2023;4.112.546;1.685.949;si;Strada Urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Normale;no;si;10:30;10:40;10
07/01/2023;4.112.164;1.686.328;si;Strada Urbana;Intersezione semaforizzata;Asciutto;Asfaltata;Nuvoloso;Normale;no;no;10:26;10:45;19
07/01/2023;4.112.462;1.687.218;si;Strada Urbana;Incrocio;Asciutto;Asfaltata;Sereno;Intenso;no;no;12:30;12:43;13
07/01/2023;4.112.332;1.686.875;si;Strada Urbana;Incrocio;Asciutto;Asfaltata;Sereno;Normale;no;si;13:15;13:30;15
07/01/2023;4.111.438;1.685.125;si;Strada Urbana;Incrocio;Asciutto;Asfaltata;Sereno;Normale;no;no;14:15;14:30;15
07/01/2023;411.637;1.674.921;si;Strada Urbana;Rettilineo;Bagnato (pioggia);Asfaltata;Nuvoloso;Normale;no;si;18:00;18:20;20
07/01/2023;4.112.494;1.685.965;si;Strada Urbana;Intersezione stradale segnalata;Asciutto;Asfaltata;Sereno;Intenso;no;no;18:40;18:50;10
07/01/2023;4.106.609;1.686.586;si;Strada Urbana;Incrocio;Asciutto;Asfaltata;Sereno;Normale;no;no;20:35;20:45;10
07/01/2023;4.112.077;1.687.164;si;Strada Urbana;Incrocio;Asciutto;Asfaltata;Sereno;Normale;no;no;22:28;22:35;7
07/01/2023;4.108.988;1.686.304;no;Statale;Rettilineo;Bagnato (umidita' in atto);Asfaltata;Sereno;Normale;no;no;00:15;00:25;10
08/01/2023;4.112.604;1.686.702;si;Strada Urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Scarso;no;no;10:35;10:38;3
08/01/2023;4.115.054;167.784;no;Altra strada;Curva a visuale libera;Asciutto;Asfaltata;Sereno;Scarso;no;si;15:45;15:55;10
08/01/2023;4.113.388;1.678.639;si;Strada Urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Normale;no;si;18:20;18:30;10
08/01/2023;411.226;1.685.593;si;Strada Urbana;Incrocio;Asciutto;Asfaltata;Sereno;Scarso;no;no;18:25;18:35;10
08/01/2023;4.112.501;1.686.172;si;Strada Urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Normale;no;no;19:30;19:40;10
08/01/2023;411.205;1.685.407;si;Strada Urbana;Incrocio;Asciutto;Asfaltata;Sereno;Normale;no;no;21:30;21:40;10
09/01/2023;4.110.572;1.682.819;si;Strada Urbana;Rettilineo;Viscido da liquidi oleosi;Asfaltata;Nuvoloso;Scarso;no;si;09:50;10:00;10
09/01/2023;410.894;1.687.525;no;Statale;Rettilineo;Bagnato (pioggia);Asfaltata;Nuvoloso;Intenso;no;no;09:15;09:28;13
09/01/2023;4.107.432;1.690.314;si;Statale entro l'abitato;Rettilineo;Bagnato (umidita' in atto);Asfaltata;Nuvoloso;Intenso;no;no;09:40;09:50;10
09/01/2023;4.108.745;1.683.802;si;Provinciale entro l'abitato;Curva a visuale libera;Bagnato (pioggia);Asfaltata;Pioggia in atto;Scarso;no;no;11:50;12:10;20
09/01/2023;4.110.735;1.688.535;si;Strada Urbana;Incrocio;Bagnato (pioggia);Asfaltata;Pioggia in atto;Normale;no;si;13:15;13:25;10
09/01/2023;4.108.645;1.689.383;no;Statale;Curva a visuale libera;Bagnato (pioggia);Asfaltata;Pioggia in atto;Normale;si;no;14:20;14:30;10
09/01/2023;4.109.924;1.690.906;no;Statale;Curva senza visuale libera;Asciutto;Asfaltata;Sole radente;Intenso;si;no;15:55;16:00;5
09/01/2023;4.111.431;1.683.324;si;Strada Urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Normale;no;no;16:00;16:15;15
09/01/2023;4.112.308;1.680.288;si;Strada Urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Normale;no;no;19:00;19:15;15
09/01/2023;4.115.446;1.677.128;si;Strada Urbana;Rettilineo;Bagnato (umidita' in atto);Asfaltata;Nuvoloso;Normale;no;si;20:30;20:40;10
09/01/2023;4.109.626;1.689.977;no;Statale;Curva a visuale libera;Bagnato (umidita' in atto);Asfaltata;Sereno;Normale;no;si;22:35;22:45;10
10/01/2023;4.115.166;1.677.105;no;Statale;Curva senza visuale libera;Bagnato (pioggia);Asfaltata;Pioggia in atto;Normale;no;si;11:50;12:05;15
10/01/2023;41.123.059;168.546.889;si;Strada Urbana;Incrocio;Bagnato (pioggia);Asfaltata;Nuvoloso;Normale;no;no;11:15;11:22;7
10/01/2023;4.110.793;1.688.605;si;Strada Urbana;Cavalcavia;Bagnato (pioggia);Asfaltata;Nuvoloso;Normale;no;no;14:20;14:25;5
10/01/2023;4.112.826;1.685.795;si;Strada Urbana;Rettilineo;Asciutto;Asfaltata;Vento forte;Normale;no;no;15:15;15:30;15
10/01/2023;4.108.561;1.684.882;si;Strada Urbana;Curva a visuale libera;Bagnato (pioggia);Asfaltata;Nuvoloso;Scarso;no;no;15:50;16:00;10
10/01/2023;4.110.755.436;1.688.538.979;si;Strada Urbana;Rettilineo;Bagnato (pioggia);Asfaltata;Vento forte;Normale;no;no;15:55;16:10;15
10/01/2023;4.111.009;1.686.788;si;Strada Urbana;Incrocio;Asciutto;Asfaltata;Sereno;Normale;no;no;18:00;18:10;10
11/01/2023;411.216.384;168.632.804;si;Strada Urbana;Incrocio;Asciutto;Asfaltata;Nuvoloso;Scarso;no;no;04:30;04:45;15
11/01/2023;4.111.725;1.687.319;si;Strada Urbana;Incrocio;Asciutto;Asfaltata;Sereno;Scarso;no;si;05:10;05:15;5
11/01/2023;4.110.082.583;1.685.669.424;si;Strada Urbana;Incrocio;Asciutto;Asfaltata;Nuvoloso;Normale;no;si;08:20;08:30;10
11/01/2023;411.003.034;168.750.968;si;Strada Urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Normale;no;si;10:10;10:15;5
11/01/2023;411.295;1.685.113;si;Strada Urbana;Rettilineo;Asciutto;Asfaltata;Nuvoloso;Normale;no;no;12:10;12:20;10
11/01/2023;4.111.127;1.685.326;si;Strada Urbana;Rettilineo;Asciutto;Asfaltata;Vento forte;Intenso;no;no;16:02;16:05;3
11/01/2023;4.111.102;1.686.214;si;Strada Urbana;Incrocio;Asciutto;Asfaltata;Sereno;Normale;no;no;18:45;18:55;10
11/01/2023;4.112.795;1.685.611;si;Strada Urbana;Rettilineo;Asciutto;Asfaltata;Vento forte;Normale;no;si;19:48;19:55;7
12/01/2023;4.112.313;1.686.546;si;Strada Urbana;Intersezione semaforizzata;Asciutto;Asfaltata;Sereno;Scarso;no;si;07:05;07:10;5
12/01/2023;4.110.076;1.685.731;si;Strada Urbana;Rettilineo;Bagnato (pioggia);Asfaltata;Nuvoloso;Scarso;no;si;14:15;14:25;10
12/01/2023;4.111.487;1.687.701;si;Strada Urbana;Incrocio;Asciutto;Asfaltata;Nuvoloso;Normale;no;no;20:20;20:35;15
12/01/2023;4.112.375.815;1.682.564.148;si;Strada Urbana;Incrocio;Asciutto;Asfaltata;Nuvoloso;Scarso;no;no;22:35;22:50;15
12/01/2023;4.113.612;1.681.295;si;Strada Urbana;Rettilineo;Bagnato (pioggia);Asfaltata;Sereno;Scarso;no;no;23:30;23:40;10
13/01/2023;4.110.598;1.690.051;si;Strada Urbana;Intersezione stradale segnalata;Asciutto;Asfaltata;Sereno;Scarso;si;no;00:30;00:35;5
13/01/2023;4.110.135;1.687.965;si;Strada Urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Intenso;no;no;08:10;08:13;3
13/01/2023;4.108.621.538;1.699.938.439;si;Strada Urbana;Incrocio;Asciutto;Asfaltata;Sereno;Normale;no;si;10:10;10:30;20
13/01/2023;4.109.319.042;168.706.655;si;Strada Urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Scarso;no;no;10:45;10:50;5
13/01/2023;4.111.093;1.686.213;si;Strada Urbana;Rotatoria;Asciutto;Asfaltata;Sereno;Normale;no;si;14:15;14:30;15
13/01/2023;4.113.608;1.677.425;no;Comunale extraurbana;Rettilineo;Asciutto;Asfaltata;Sereno;Normale;no;no;16:00;16:15;15
14/01/2023;4.112.239;1.685.278;si;Strada Urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Normale;no;no;10:27;10:35;8
14/01/2023;41.12;1.687.414;si;Strada Urbana;Incrocio;Asciutto;Asfaltata;Sereno;Scarso;no;no;07:45;08:00;15
14/01/2023;4.111.091;1.687.207;si;Strada Urbana;Incrocio;Asciutto;Asfaltata;Sereno;Normale;no;no;08:52;09:15;23
14/01/2023;4.108.691;1.698.688;si;Statale entro l'abitato;Curva a visuale libera;Bagnato (pioggia);Asfaltata;Pioggia in atto;Normale;si;si;13:55;14:05;10
14/01/2023;4.108.252;1.700.733;no;Statale;Rettilineo;Bagnato (pioggia);Asfaltata;Pioggia in atto;Normale;no;si;14:05;14:20;15
14/01/2023;4.113.817;1.680.653;no;Statale;Rettilineo;Asciutto;Asfaltata;Sereno;Normale;si;no;14:58;15:05;7
14/01/2023;4.109.214;1.695.129;si;Strada Urbana;Intersezione stradale segnalata;Bagnato (pioggia);Asfaltata;Nuvoloso;Scarso;no;no;16:30;16:45;15
14/01/2023;4.110.284;1.687.779;si;Strada Urbana;Intersezione stradale segnalata;Bagnato (pioggia);Asfaltata;Pioggia in atto;Scarso;no;si;17:20;17:30;10
14/01/2023;4.111.754;1.683.999;si;Strada Urbana;Rotatoria;Asciutto;Asfaltata;Sereno;Intenso;no;no;20:35;20:45;10
14/01/2023;411.223;1.687.242;si;Strada Urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Normale;no;no;22:30;22:40;10
15/01/2023;410.967.058;168.676.296;si;Strada Urbana;Incrocio;Asciutto;Asfaltata;Sereno;Scarso;no;si;00:15;00:30;15
15/01/2023;4.110.164;1.685.398;si;Strada Urbana;Rettilineo;Bagnato (umidita' in atto);Asfaltata;Sereno;Normale;no;si;00:28;00:45;17
15/01/2023;4.112.402;1.681.406;si;Strada Urbana;Incrocio;Asciutto;Asfaltata;Sereno;Scarso;si;si;06:00;06:15;15
15/01/2023;4.112.091;1.685.518;si;Strada Urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Scarso;no;no;12:40;12:55;15
15/01/2023;4.111.593.433;1.690.042.249;si;Strada Urbana;Rettilineo;Asciutto;Asfaltata;Vento forte;Scarso;no;no;18:10;18:20;10
15/01/2023;4.112.316.243;1.687.261.047;si;Strada Urbana;Incrocio;Asciutto;Asfaltata;Sereno;Normale;no;si;22:10;22:20;10
16/01/2023;4.112.546;1.687.109;si;Strada Urbana;Incrocio;Asciutto;Asfaltata;Sereno;Scarso;no;no;03:40;03:55;15
16/01/2023;4.113.823;1.681.686;si;Strada Urbana;Rettilineo;Asciutto;Asfaltata;Nuvoloso;Normale;no;no;00:00;00:00;0
16/01/2023;411.169;1.686.452;si;Strada Urbana;Pendenza;Asciutto;Asfaltata;Sereno;Normale;no;si;12:55;12:57;2
16/01/2023;4.113.335;1.687.022;si;Strada Urbana;Curva senza visuale libera;Asciutto;Asfaltata;Sereno;Scarso;no;no;13:30;13:35;5
16/01/2023;41.093.804;168.825.287;si;Strada Urbana;Rettilineo;Asciutto;Asfaltata;Nuvoloso;Normale;no;si;16:35;16:45;10
16/01/2023;411.253.067;168.557.848;si;Strada Urbana;Incrocio;Asciutto;Asfaltata;Sereno;Scarso;no;no;23:07;23:15;8
17/01/2023;4.111.419.793;1.686.627.104;si;Strada Urbana;Rettilineo;Asciutto;Asfaltata;Nuvoloso;Normale;no;no;08:55;09:15;20
17/01/2023;4.110.807;1.686.772;si;Strada Urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Normale;no;si;09:45;09:50;5
17/01/2023;4.112.648;1.685.328;si;Strada Urbana;Rettilineo;Asciutto;Asfaltata;Nuvoloso;Scarso;no;no;10:25;10:35;10
17/01/2023;4.109.921;1.686.449;si;Strada Urbana;Incrocio;Asciutto;Asfaltata;Sereno;Scarso;no;no;15:10;15:15;5
17/01/2023;4.109.274;1.687.027;si;Strada Urbana;Intersezione stradale segnalata;Asciutto;Asfaltata;Sereno;Intenso;no;no;17:10;17:20;10
18/01/2023;4.111.027;1.687.387;si;Strada Urbana;Rettilineo;Asciutto;In conglomerato cementizio;Sereno;Scarso;no;si;07:45;07:50;5
18/01/2023;4.109.065;1.687.019;si;Strada Urbana;Incrocio;Asciutto;Asfaltata;Sereno;Intenso;no;no;00:00;00:00;0
18/01/2023;4.110.297;1.680.972;no;Statale;Rettilineo;Asciutto;Asfaltata;Sereno;Normale;no;no;12:45;13:00;15
18/01/2023;4.109.789;1.688.668;si;Strada Urbana;Incrocio;Asciutto;Asfaltata;Nuvoloso;Scarso;no;si;15:05;15:15;10
18/01/2023;410.882;1.683.366;no;Provinciale;Rettilineo;Asciutto;Asfaltata;Nuvoloso;Normale;no;si;14:55;15:10;15
18/01/2023;4.107.406;1.685.871;si;Strada Urbana;Curva a visuale libera;Asciutto;Asfaltata;Sereno;Scarso;no;si;15:00;15:20;20
18/01/2023;411.189.645;168.740.692;si;Strada Urbana;Incrocio;Asciutto;Asfaltata;Sereno;Normale;no;no;17:05;17:10;5
18/01/2023;4.112.173;1.686.486;si;Strada Urbana;Rettilineo;Asciutto;Asfaltata;Nuvoloso;Normale;no;si;18:15;18:25;10
18/01/2023;4.112.396;1.686.812;si;Strada Urbana;Intersezione stradale segnalata;Asciutto;Asfaltata;Sereno;Normale;no;no;21:00;21:10;10
18/01/2023;4.108.794;1.698.973;si;Strada Urbana;Incrocio;Asciutto;Asfaltata;Sereno;Scarso;no;si;21:30;21:40;10
19/01/2023;41.123.059;168.546.889;si;Strada Urbana;Incrocio;Asciutto;Asfaltata;Sereno;Normale;no;si;09:50;10:10;20
19/01/2023;41.119.073;168.637.026;si;Strada Urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Scarso;no;si;10:00;10:05;5
19/01/2023;4.108.698;1.686.532;si;Strada Urbana;Rettilineo;Asciutto;Asfaltata;Nuvoloso;Normale;no;si;10:25;10:35;10
19/01/2023;4.112.168;1.687.461;si;Strada Urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Normale;no;si;13:45;13:55;10
19/01/2023;4.110.254;1.688.277;si;Strada Urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Normale;no;no;14:30;14:35;5
19/01/2023;4.111.241;1.689.389;si;Strada Urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Normale;no;si;13:30;13:40;10
19/01/2023;41.126.142;16.853.156;si;Strada Urbana;Incrocio;Asciutto;Asfaltata;Nuvoloso;Normale;no;si;14:30;14:35;5
19/01/2023;4.112.614;1.685.316;si;Strada Urbana;Incrocio;Asciutto;Asfaltata;Sereno;Scarso;no;no;14:45;15:00;15
19/01/2023;4.111.618;1.687.585;si;Strada Urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Scarso;no;no;16:00;16:15;15
19/01/2023;411.139;1.689.067;si;Strada Urbana;Incrocio;Asciutto;Asfaltata;Sereno;Normale;no;si;20:35;20:45;10
20/01/2023;4.112.394;1.680.211;si;Strada Urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Scarso;no;no;08:55;09:10;15
20/01/2023;4.112.368;1.685.625;si;Strada Urbana;Intersezione stradale segnalata;Asciutto;Asfaltata;Sereno;Normale;no;no;11:00;11:05;5
20/01/2023;411.138.671;168.885.663;si;Strada Urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Normale;no;no;10:48;11:00;12
20/01/2023;4.112.476;1.682.224;no;Statale;Curva a visuale libera;Asciutto;Asfaltata;Nuvoloso;Normale;no;no;14:05;14:15;10
20/01/2023;411.021;1.692.672;si;Strada Urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Normale;no;no;12:45;13:00;15
20/01/2023;4.112.037;1.685.214;si;Strada Urbana;Intersezione semaforizzata;Asciutto;Asfaltata;Sereno;Normale;no;si;16:30;16:40;10
20/01/2023;411.237.309;168.642.207;si;Strada Urbana;Incrocio;Asciutto;Asfaltata;Sereno;Normale;no;si;16:50;17:05;15
20/01/2023;4.115.395;1.676.814;si;Strada Urbana;Incrocio;Asciutto;Asfaltata;Sereno;Scarso;si;no;23:15;23:30;15
20/01/2023;411.352.301;168.151.502;si;Strada Urbana;Incrocio;Bagnato (pioggia);Asfaltata;Pioggia in atto;Scarso;no;no;00:18;00:30;12
21/01/2023;4.112.551;1.687.232;si;Strada Urbana;Intersezione stradale segnalata;Bagnato (pioggia);Asfaltata;Pioggia in atto;Scarso;no;si;00:35;00:40;5
21/01/2023;41.119.975;168.862.005;si;Strada Urbana;Rettilineo;Bagnato (pioggia);Asfaltata;Nuvoloso;Scarso;no;si;01:40;01:52;12
21/01/2023;4.112.232;1.686.321;si;Strada Urbana;Intersezione stradale segnalata;Bagnato (pioggia);Asfaltata;Pioggia in atto;Scarso;no;no;02:20;02:25;5
21/01/2023;4.110.719.522;1.686.293.248;si;Strada Urbana;Incrocio;Asciutto;Asfaltata;Sereno;Normale;no;si;09:25;09:45;20
21/01/2023;4.112.358;1.679.912;si;Strada Urbana;Curva a visuale libera;Asciutto;Asfaltata;Sereno;Normale;no;si;11:00;11:05;5
21/01/2023;411.603;1.676.891;si;Strada Urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Normale;no;si;11:05;11:15;10
21/01/2023;4.110.376;168.757;si;Strada Urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Intenso;no;no;11:20;11:25;5
21/01/2023;4.108.576;1.699.079;si;Statale entro l'abitato;Rettilineo;Asciutto;Asfaltata;Nuvoloso;Intenso;no;si;11:50;12:10;20
21/01/2023;4.112.732;1.684.656;si;Strada Urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Normale;no;no;14:20;14:35;15
21/01/2023;4.111.282;1.686.583;si;Strada Urbana;Incrocio;Asciutto;Asfaltata;Nuvoloso;Normale;no;si;13:15;13:30;15
21/01/2023;4.111.766;1.688.018;si;Strada Urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Scarso;no;no;20:30;20:40;10
21/01/2023;4.111.736;1.689.262;si;Strada Urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Normale;no;no;20:45;20:55;10
22/01/2023;4.111.272;1.687.775;si;Strada Urbana;Incrocio;Asciutto;Asfaltata;Sereno;Scarso;no;no;00:20;00:30;10
22/01/2023;4.112.168;1.687.461;si;Strada Urbana;Incrocio;Asciutto;Asfaltata;Sereno;Scarso;no;no;02:20;02:30;10
22/01/2023;411.184;1.686.497;si;Strada Urbana;Incrocio;Asciutto;Asfaltata;Nuvoloso;Scarso;no;no;15:00;15:10;10
22/01/2023;4.111.813;1.688.913;si;Strada Urbana;Incrocio;Bagnato (pioggia);Asfaltata;Pioggia in atto;Scarso;no;no;19:29;19:37;8
23/01/2023;4.112.462;1.682.517;si;Strada Urbana;Intersezione semaforizzata;Bagnato (umidita' in atto);Asfaltata;Sereno;Normale;no;si;07:40;07:45;5
23/01/2023;4.109.452.102;1.684.084.852;no;Provinciale;Rettilineo;Asciutto;Asfaltata;Sereno;Normale;no;si;09:10;09:25;15
23/01/2023;4.113.068;168.379;si;Strada Urbana;Incrocio;Asciutto;Asfaltata;Sereno;Intenso;no;no;09:15;09:30;15
23/01/2023;4.113.742;1.681.297;si;Strada Urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Normale;no;no;11:15;11:20;5
23/01/2023;4.112.367;1.681.441;si;Strada Urbana;Incrocio;Asciutto;Asfaltata;Sereno;Intenso;no;si;13:15;13:30;15
23/01/2023;4.110.963.243;1.689.093.446;si;Strada Urbana;Rotatoria;Asciutto;Asfaltata;Sereno;Normale;no;no;13:25;13:30;5
23/01/2023;4.111.742;1.687.597;si;Strada Urbana;Incrocio;Asciutto;Asfaltata;Sereno;Intenso;no;no;00:00;00:00;0
23/01/2023;4.116.186;1.674.781;si;Strada Urbana;Incrocio;Asciutto;Asfaltata;Sereno;Normale;no;si;14:40;15:00;20
23/01/2023;4.111.715;1.687.203;si;Strada Urbana;Incrocio;Asciutto;Asfaltata;Sereno;Normale;no;no;15:10;15:20;10
23/01/2023;4.112.516;1.685.218;si;Strada Urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Normale;no;no;18:25;18:40;15
24/01/2023;4.109.665.711;1.685.046.671;si;Strada Urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Scarso;si;no;00:20;00:25;5
24/01/2023;4.108.954.369;1.687.578.912;no;Statale;Rettilineo;Asciutto;Asfaltata;Sereno;Intenso;no;si;09:15;09:30;15
24/01/2023;4.109.047;1.685.284;no;Statale;Rettilineo;Asciutto;Asfaltata;Sereno;Intenso;no;no;09:45;10:15;30
24/01/2023;4.111.157;1.691.712;si;Strada Urbana;Rettilineo;Asciutto;Asfaltata;Sereno;Normale;no;no;10:00;10:20;20
24/01/2023;4.112.077;1.687.256;si;Strada Urbana;Rettilineo;Asciutto;Asfaltata;Sole radente;Intenso;no;si;11:20;11:30;10
24/01/2023;4.112.121;1.688.293;si;Strada Urbana;Incrocio;Asciutto;Asfaltata;Sereno;Normale;no;no;11:40;11:55;15
24/01/2023;4.109.921;1.688.064;si;Strada Urbana;Rettilineo;Asciutto;Asfaltata;Nuvoloso;Normale;no;no;11:55;12:00;5
