NomeCentralina ;DataRilevazione ;Provincia ;Comune ;Sigla ;Valore ;Superamenti PM10* 
Casamassima - LaPenna;07/01/2024;Bari;Casamassima;PM10;13;6
Casamassima - LaPenna;08/01/2024;Bari;Casamassima;PM10;13;6
Casamassima - LaPenna;09/01/2024;Bari;Casamassima;PM10;0;6
Casamassima - LaPenna;10/01/2024;Bari;Casamassima;PM10;19;6
Casamassima - LaPenna;11/01/2024;Bari;Casamassima;PM10;26;6
Casamassima - LaPenna;12/01/2024;Bari;Casamassima;PM10;14;6
Casamassima - LaPenna;13/01/2024;Bari;Casamassima;PM10;15;6
Casamassima - LaPenna;14/01/2024;Bari;Casamassima;PM10;17;6
Casamassima - LaPenna;15/01/2024;Bari;Casamassima;PM10;12;6
Casamassima - LaPenna;16/01/2024;Bari;Casamassima;PM10;20;6
Casamassima - LaPenna;17/01/2024;Bari;Casamassima;PM10;13;6
Casamassima - LaPenna;18/01/2024;Bari;Casamassima;PM10;18;6
Casamassima - LaPenna;19/01/2024;Bari;Casamassima;PM10;15;6
Casamassima - LaPenna;20/01/2024;Bari;Casamassima;PM10;13;6
Casamassima - LaPenna;21/01/2024;Bari;Casamassima;PM10;16;6
Casamassima - LaPenna;22/01/2024;Bari;Casamassima;PM10;23;6
Casamassima - LaPenna;23/01/2024;Bari;Casamassima;PM10;20;6
Casamassima - LaPenna;24/01/2024;Bari;Casamassima;PM10;20;6
Casamassima - LaPenna;25/01/2024;Bari;Casamassima;PM10;24;6
Casamassima - LaPenna;26/01/2024;Bari;Casamassima;PM10;47;6
Casamassima - LaPenna;27/01/2024;Bari;Casamassima;PM10;49;6
Casamassima - LaPenna;28/01/2024;Bari;Casamassima;PM10;22;6
Casamassima - LaPenna;29/01/2024;Bari;Casamassima;PM10;22;6
Casamassima - LaPenna;30/01/2024;Bari;Casamassima;PM10;26;6
Casamassima - LaPenna;31/01/2024;Bari;Casamassima;PM10;28;6
Casamassima - LaPenna;01/02/2024;Bari;Casamassima;PM10;37;6
Casamassima - LaPenna;02/02/2024;Bari;Casamassima;PM10;28;6
Casamassima - LaPenna;03/02/2024;Bari;Casamassima;PM10;25;6
Casamassima - LaPenna;04/02/2024;Bari;Casamassima;PM10;36;6
Casamassima - LaPenna;05/02/2024;Bari;Casamassima;PM10;21;6
Casamassima - LaPenna;06/02/2024;Bari;Casamassima;PM10;23;6
Casamassima - LaPenna;07/02/2024;Bari;Casamassima;PM10;21;6
Casamassima - LaPenna;08/02/2024;Bari;Casamassima;PM10;28;6
Casamassima - LaPenna;09/02/2024;Bari;Casamassima;PM10;24;6
Casamassima - LaPenna;10/02/2024;Bari;Casamassima;PM10;32;6
Casamassima - LaPenna;11/02/2024;Bari;Casamassima;PM10;19;6
Casamassima - LaPenna;12/02/2024;Bari;Casamassima;PM10;22;6
Casamassima - LaPenna;13/02/2024;Bari;Casamassima;PM10;13;6
Casamassima - LaPenna;14/02/2024;Bari;Casamassima;PM10;14;6
Casamassima - LaPenna;15/02/2024;Bari;Casamassima;PM10;16;6
Casamassima - LaPenna;16/02/2024;Bari;Casamassima;PM10;24;6
Casamassima - LaPenna;17/02/2024;Bari;Casamassima;PM10;32;6
Casamassima - LaPenna;18/02/2024;Bari;Casamassima;PM10;32;6
Casamassima - LaPenna;19/02/2024;Bari;Casamassima;PM10;39;6
Casamassima - LaPenna;20/02/2024;Bari;Casamassima;PM10;21;6
Casamassima - LaPenna;21/02/2024;Bari;Casamassima;PM10;0;6
Casamassima - LaPenna;22/02/2024;Bari;Casamassima;PM10;10;6
Casamassima - LaPenna;23/02/2024;Bari;Casamassima;PM10;19;6
Casamassima - LaPenna;24/02/2024;Bari;Casamassima;PM10;17;6
Casamassima - LaPenna;25/02/2024;Bari;Casamassima;PM10;19;6
Casamassima - LaPenna;26/02/2024;Bari;Casamassima;PM10;12;6
Casamassima - LaPenna;27/02/2024;Bari;Casamassima;PM10;18;6
Casamassima - LaPenna;28/02/2024;Bari;Casamassima;PM10;14;6
Casamassima - LaPenna;29/02/2024;Bari;Casamassima;PM10;19;6
Casamassima - LaPenna;01/03/2024;Bari;Casamassima;PM10;23;6
Casamassima - LaPenna;02/03/2024;Bari;Casamassima;PM10;18;6
Casamassima - LaPenna;03/03/2024;Bari;Casamassima;PM10;15;6
Casamassima - LaPenna;04/03/2024;Bari;Casamassima;PM10;19;6
Casamassima - LaPenna;05/03/2024;Bari;Casamassima;PM10;20;6
Casamassima - LaPenna;06/03/2024;Bari;Casamassima;PM10;17;6
Casamassima - LaPenna;07/03/2024;Bari;Casamassima;PM10;14;6
Casamassima - LaPenna;08/03/2024;Bari;Casamassima;PM10;12;6
Casamassima - LaPenna;09/03/2024;Bari;Casamassima;PM10;17;6
Casamassima - LaPenna;10/03/2024;Bari;Casamassima;PM10;16;6
Casamassima - LaPenna;11/03/2024;Bari;Casamassima;PM10;13;6
Casamassima - LaPenna;12/03/2024;Bari;Casamassima;PM10;10;6
Casamassima - LaPenna;13/03/2024;Bari;Casamassima;PM10;14;6
Casamassima - LaPenna;14/03/2024;Bari;Casamassima;PM10;15;6
Modugno - EN02;01/01/2023;Bari;Modugno;PM10;29;13
Modugno - EN02;02/01/2023;Bari;Modugno;PM10;33;13
Modugno - EN02;03/01/2023;Bari;Modugno;PM10;31;13
Modugno - EN02;04/01/2023;Bari;Modugno;PM10;25;13
Modugno - EN02;05/01/2023;Bari;Modugno;PM10;28;13
Modugno - EN02;06/01/2023;Bari;Modugno;PM10;29;13
Modugno - EN02;07/01/2023;Bari;Modugno;PM10;26;13
Modugno - EN02;08/01/2023;Bari;Modugno;PM10;24;13
Modugno - EN02;09/01/2023;Bari;Modugno;PM10;13;13
Modugno - EN02;10/01/2023;Bari;Modugno;PM10;12;13
Modugno - EN02;11/01/2023;Bari;Modugno;PM10;16;13
Modugno - EN02;12/01/2023;Bari;Modugno;PM10;18;13
Modugno - EN02;13/01/2023;Bari;Modugno;PM10;26;13
Modugno - EN02;14/01/2023;Bari;Modugno;PM10;28;13
Modugno - EN02;15/01/2023;Bari;Modugno;PM10;17;13
Modugno - EN02;16/01/2023;Bari;Modugno;PM10;14;13
Modugno - EN02;17/01/2023;Bari;Modugno;PM10;14;13
Modugno - EN02;18/01/2023;Bari;Modugno;PM10;15;13
Modugno - EN02;19/01/2023;Bari;Modugno;PM10;16;13
Modugno - EN02;20/01/2023;Bari;Modugno;PM10;19;13
Modugno - EN02;21/01/2023;Bari;Modugno;PM10;11;13
Modugno - EN02;22/01/2023;Bari;Modugno;PM10;10;13
Modugno - EN02;23/01/2023;Bari;Modugno;PM10;12;13
Modugno - EN02;24/01/2023;Bari;Modugno;PM10;23;13
Modugno - EN02;25/01/2023;Bari;Modugno;PM10;22;13
Modugno - EN02;26/01/2023;Bari;Modugno;PM10;13;13
Modugno - EN02;27/01/2023;Bari;Modugno;PM10;10;13
Modugno - EN02;28/01/2023;Bari;Modugno;PM10;13;13
Modugno - EN02;29/01/2023;Bari;Modugno;PM10;16;13
Modugno - EN02;30/01/2023;Bari;Modugno;PM10;16;13
Modugno - EN02;31/01/2023;Bari;Modugno;PM10;17;13
Modugno - EN02;01/02/2023;Bari;Modugno;PM10;17;13
Modugno - EN02;02/02/2023;Bari;Modugno;PM10;21;13
Modugno - EN02;03/02/2023;Bari;Modugno;PM10;26;13
Modugno - EN02;04/02/2023;Bari;Modugno;PM10;26;13
Modugno - EN02;05/02/2023;Bari;Modugno;PM10;19;13
Modugno - EN02;06/02/2023;Bari;Modugno;PM10;15;13
Modugno - EN02;07/02/2023;Bari;Modugno;PM10;13;13
Modugno - EN02;08/02/2023;Bari;Modugno;PM10;16;13
Modugno - EN02;09/02/2023;Bari;Modugno;PM10;19;13
Modugno - EN02;10/02/2023;Bari;Modugno;PM10;23;13
Modugno - EN02;11/02/2023;Bari;Modugno;PM10;31;13
Modugno - EN02;12/02/2023;Bari;Modugno;PM10;23;13
Modugno - EN02;13/02/2023;Bari;Modugno;PM10;27;13
Modugno - EN02;14/02/2023;Bari;Modugno;PM10;24;13
Modugno - EN02;15/02/2023;Bari;Modugno;PM10;29;13
Modugno - EN02;16/02/2023;Bari;Modugno;PM10;37;13
Modugno - EN02;17/02/2023;Bari;Modugno;PM10;44;13
Modugno - EN02;18/02/2023;Bari;Modugno;PM10;33;13
Modugno - EN02;19/02/2023;Bari;Modugno;PM10;22;13
Modugno - EN02;20/02/2023;Bari;Modugno;PM10;31;13
Modugno - EN02;21/02/2023;Bari;Modugno;PM10;31;13
Modugno - EN02;22/02/2023;Bari;Modugno;PM10;34;13
Modugno - EN02;23/02/2023;Bari;Modugno;PM10;45;13
Modugno - EN02;24/02/2023;Bari;Modugno;PM10;32;13
Modugno - EN02;25/02/2023;Bari;Modugno;PM10;31;13
Modugno - EN02;26/02/2023;Bari;Modugno;PM10;40;13
Modugno - EN02;27/02/2023;Bari;Modugno;PM10;24;13
Modugno - EN02;28/02/2023;Bari;Modugno;PM10;19;13
Modugno - EN02;01/03/2023;Bari;Modugno;PM10;31;13
Modugno - EN02;02/03/2023;Bari;Modugno;PM10;26;13
Modugno - EN02;03/03/2023;Bari;Modugno;PM10;20;13
Modugno - EN02;04/03/2023;Bari;Modugno;PM10;14;13
Modugno - EN02;05/03/2023;Bari;Modugno;PM10;16;13
Modugno - EN02;06/03/2023;Bari;Modugno;PM10;20;13
Modugno - EN02;07/03/2023;Bari;Modugno;PM10;20;13
Modugno - EN02;08/03/2023;Bari;Modugno;PM10;19;13
Modugno - EN02;09/03/2023;Bari;Modugno;PM10;18;13
Modugno - EN02;10/03/2023;Bari;Modugno;PM10;19;13
Modugno - EN02;11/03/2023;Bari;Modugno;PM10;25;13
Modugno - EN02;12/03/2023;Bari;Modugno;PM10;24;13
Modugno - EN02;13/03/2023;Bari;Modugno;PM10;17;13
Modugno - EN02;14/03/2023;Bari;Modugno;PM10;19;13
Modugno - EN02;15/03/2023;Bari;Modugno;PM10;15;13
Modugno - EN02;16/03/2023;Bari;Modugno;PM10;35;13
Modugno - EN02;17/03/2023;Bari;Modugno;PM10;19;13
Modugno - EN02;18/03/2023;Bari;Modugno;PM10;20;13
Modugno - EN02;19/03/2023;Bari;Modugno;PM10;27;13
Modugno - EN02;20/03/2023;Bari;Modugno;PM10;27;13
Modugno - EN02;21/03/2023;Bari;Modugno;PM10;18;13
Modugno - EN02;22/03/2023;Bari;Modugno;PM10;21;13
Modugno - EN02;23/03/2023;Bari;Modugno;PM10;24;13
Modugno - EN02;24/03/2023;Bari;Modugno;PM10;31;13
Modugno - EN02;25/03/2023;Bari;Modugno;PM10;22;13
Modugno - EN02;26/03/2023;Bari;Modugno;PM10;21;13
Modugno - EN02;27/03/2023;Bari;Modugno;PM10;16;13
Modugno - EN02;28/03/2023;Bari;Modugno;PM10;11;13
Modugno - EN02;29/03/2023;Bari;Modugno;PM10;15;13
Modugno - EN02;30/03/2023;Bari;Modugno;PM10;19;13
Modugno - EN02;31/03/2023;Bari;Modugno;PM10;25;13
Modugno - EN02;01/04/2023;Bari;Modugno;PM10;24;13
Modugno - EN02;02/04/2023;Bari;Modugno;PM10;24;13
Modugno - EN02;03/04/2023;Bari;Modugno;PM10;18;13
Modugno - EN02;04/04/2023;Bari;Modugno;PM10;14;13
Modugno - EN02;05/04/2023;Bari;Modugno;PM10;17;13
Modugno - EN02;06/04/2023;Bari;Modugno;PM10;16;13
Modugno - EN02;07/04/2023;Bari;Modugno;PM10;19;13
Modugno - EN02;08/04/2023;Bari;Modugno;PM10;21;13
Modugno - EN02;09/04/2023;Bari;Modugno;PM10;11;13
Modugno - EN02;10/04/2023;Bari;Modugno;PM10;13;13
Modugno - EN02;11/04/2023;Bari;Modugno;PM10;17;13
Modugno - EN02;12/04/2023;Bari;Modugno;PM10;19;13
Modugno - EN02;13/04/2023;Bari;Modugno;PM10;25;13
Modugno - EN02;14/04/2023;Bari;Modugno;PM10;18;13
Modugno - EN02;15/04/2023;Bari;Modugno;PM10;15;13
Modugno - EN02;16/04/2023;Bari;Modugno;PM10;10;13
Modugno - EN02;17/04/2023;Bari;Modugno;PM10;11;13
Modugno - EN02;18/04/2023;Bari;Modugno;PM10;13;13
Modugno - EN02;19/04/2023;Bari;Modugno;PM10;16;13
Modugno - EN02;20/04/2023;Bari;Modugno;PM10;21;13
Modugno - EN02;21/04/2023;Bari;Modugno;PM10;21;13
Modugno - EN02;22/04/2023;Bari;Modugno;PM10;19;13
Modugno - EN02;23/04/2023;Bari;Modugno;PM10;21;13
Modugno - EN02;24/04/2023;Bari;Modugno;PM10;21;13
Modugno - EN02;25/04/2023;Bari;Modugno;PM10;17;13
Modugno - EN02;26/04/2023;Bari;Modugno;PM10;14;13
Modugno - EN02;27/04/2023;Bari;Modugno;PM10;14;13
Modugno - EN02;28/04/2023;Bari;Modugno;PM10;17;13
Modugno - EN02;29/04/2023;Bari;Modugno;PM10;17;13
Modugno - EN02;30/04/2023;Bari;Modugno;PM10;13;13
Modugno - EN02;01/05/2023;Bari;Modugno;PM10;12;13
Modugno - EN02;02/05/2023;Bari;Modugno;PM10;14;13
Modugno - EN02;03/05/2023;Bari;Modugno;PM10;15;13
Modugno - EN02;04/05/2023;Bari;Modugno;PM10;18;13
Modugno - EN02;05/05/2023;Bari;Modugno;PM10;19;13
Modugno - EN02;06/05/2023;Bari;Modugno;PM10;16;13
Modugno - EN02;07/05/2023;Bari;Modugno;PM10;15;13
Modugno - EN02;08/05/2023;Bari;Modugno;PM10;26;13
Modugno - EN02;09/05/2023;Bari;Modugno;PM10;27;13
Modugno - EN02;10/05/2023;Bari;Modugno;PM10;24;13
Modugno - EN02;11/05/2023;Bari;Modugno;PM10;14;13
Modugno - EN02;12/05/2023;Bari;Modugno;PM10;18;13
Modugno - EN02;13/05/2023;Bari;Modugno;PM10;20;13
Modugno - EN02;14/05/2023;Bari;Modugno;PM10;28;13
Modugno - EN02;15/05/2023;Bari;Modugno;PM10;24;13
Modugno - EN02;16/05/2023;Bari;Modugno;PM10;24;13
Modugno - EN02;17/05/2023;Bari;Modugno;PM10;13;13
Modugno - EN02;18/05/2023;Bari;Modugno;PM10;13;13
Modugno - EN02;19/05/2023;Bari;Modugno;PM10;15;13
Modugno - EN02;20/05/2023;Bari;Modugno;PM10;21;13
Modugno - EN02;21/05/2023;Bari;Modugno;PM10;21;13
Modugno - EN02;22/05/2023;Bari;Modugno;PM10;27;13
Modugno - EN02;23/05/2023;Bari;Modugno;PM10;27;13
Modugno - EN02;24/05/2023;Bari;Modugno;PM10;28;13
Modugno - EN02;25/05/2023;Bari;Modugno;PM10;27;13
Modugno - EN02;26/05/2023;Bari;Modugno;PM10;24;13
Modugno - EN02;27/05/2023;Bari;Modugno;PM10;20;13
Modugno - EN02;28/05/2023;Bari;Modugno;PM10;21;13
Modugno - EN02;29/05/2023;Bari;Modugno;PM10;0;13
Modugno - EN02;30/05/2023;Bari;Modugno;PM10;24;13
Modugno - EN02;31/05/2023;Bari;Modugno;PM10;21;13
Modugno - EN02;01/06/2023;Bari;Modugno;PM10;20;13
Modugno - EN02;02/06/2023;Bari;Modugno;PM10;13;13
Modugno - EN02;03/06/2023;Bari;Modugno;PM10;15;13
Modugno - EN02;04/06/2023;Bari;Modugno;PM10;16;13
Modugno - EN02;05/06/2023;Bari;Modugno;PM10;0;13
Modugno - EN02;06/06/2023;Bari;Modugno;PM10;0;13
Modugno - EN02;07/06/2023;Bari;Modugno;PM10;16;13
Modugno - EN02;08/06/2023;Bari;Modugno;PM10;14;13
Modugno - EN02;09/06/2023;Bari;Modugno;PM10;17;13
Modugno - EN02;10/06/2023;Bari;Modugno;PM10;16;13
Modugno - EN02;11/06/2023;Bari;Modugno;PM10;10;13
Modugno - EN02;12/06/2023;Bari;Modugno;PM10;12;13
Modugno - EN02;13/06/2023;Bari;Modugno;PM10;11;13
Modugno - EN02;14/06/2023;Bari;Modugno;PM10;14;13
Modugno - EN02;15/06/2023;Bari;Modugno;PM10;8;13
Modugno - EN02;16/06/2023;Bari;Modugno;PM10;11;13
Modugno - EN02;17/06/2023;Bari;Modugno;PM10;17;13
Modugno - EN02;18/06/2023;Bari;Modugno;PM10;12;13
Modugno - EN02;19/06/2023;Bari;Modugno;PM10;19;13
Modugno - EN02;20/06/2023;Bari;Modugno;PM10;24;13
Modugno - EN02;21/06/2023;Bari;Modugno;PM10;28;13
Modugno - EN02;22/06/2023;Bari;Modugno;PM10;42;13
Modugno - EN02;23/06/2023;Bari;Modugno;PM10;80;13
Modugno - EN02;24/06/2023;Bari;Modugno;PM10;34;13
Modugno - EN02;25/06/2023;Bari;Modugno;PM10;15;13
Modugno - EN02;26/06/2023;Bari;Modugno;PM10;17;13
Modugno - EN02;27/06/2023;Bari;Modugno;PM10;11;13
Modugno - EN02;28/06/2023;Bari;Modugno;PM10;26;13
Modugno - EN02;29/06/2023;Bari;Modugno;PM10;16;13
Modugno - EN02;30/06/2023;Bari;Modugno;PM10;20;13
Modugno - EN02;01/07/2023;Bari;Modugno;PM10;25;13
Modugno - EN02;02/07/2023;Bari;Modugno;PM10;13;13
Modugno - EN02;03/07/2023;Bari;Modugno;PM10;21;13
Modugno - EN02;04/07/2023;Bari;Modugno;PM10;18;13
Modugno - EN02;05/07/2023;Bari;Modugno;PM10;19;13
Modugno - EN02;06/07/2023;Bari;Modugno;PM10;36;13
Modugno - EN02;07/07/2023;Bari;Modugno;PM10;23;13
Modugno - EN02;08/07/2023;Bari;Modugno;PM10;16;13
Modugno - EN02;09/07/2023;Bari;Modugno;PM10;15;13
Modugno - EN02;10/07/2023;Bari;Modugno;PM10;32;13
Modugno - EN02;11/07/2023;Bari;Modugno;PM10;47;13
Modugno - EN02;12/07/2023;Bari;Modugno;PM10;42;13
Modugno - EN02;13/07/2023;Bari;Modugno;PM10;40;13
Modugno - EN02;14/07/2023;Bari;Modugno;PM10;36;13
Modugno - EN02;15/07/2023;Bari;Modugno;PM10;35;13
Modugno - EN02;16/07/2023;Bari;Modugno;PM10;27;13
Modugno - EN02;17/07/2023;Bari;Modugno;PM10;38;13
Modugno - EN02;18/07/2023;Bari;Modugno;PM10;46;13
Modugno - EN02;19/07/2023;Bari;Modugno;PM10;79;13
Modugno - EN02;20/07/2023;Bari;Modugno;PM10;64;13
Modugno - EN02;21/07/2023;Bari;Modugno;PM10;71;13
Modugno - EN02;22/07/2023;Bari;Modugno;PM10;73;13
Modugno - EN02;23/07/2023;Bari;Modugno;PM10;43;13
Modugno - EN02;24/07/2023;Bari;Modugno;PM10;61;13
Modugno - EN02;25/07/2023;Bari;Modugno;PM10;0;13
Modugno - EN02;26/07/2023;Bari;Modugno;PM10;34;13
Modugno - EN02;27/07/2023;Bari;Modugno;PM10;10;13
Modugno - EN02;28/07/2023;Bari;Modugno;PM10;26;13
Modugno - EN02;29/07/2023;Bari;Modugno;PM10;16;13
Modugno - EN02;30/07/2023;Bari;Modugno;PM10;20;13
Modugno - EN02;31/07/2023;Bari;Modugno;PM10;18;13
Modugno - EN02;01/08/2023;Bari;Modugno;PM10;22;13
Modugno - EN02;02/08/2023;Bari;Modugno;PM10;25;13
Modugno - EN02;03/08/2023;Bari;Modugno;PM10;22;13
Modugno - EN02;04/08/2023;Bari;Modugno;PM10;25;13
Modugno - EN02;05/08/2023;Bari;Modugno;PM10;11;13
Modugno - EN02;06/08/2023;Bari;Modugno;PM10;7;13
Modugno - EN02;07/08/2023;Bari;Modugno;PM10;16;13
Modugno - EN02;08/08/2023;Bari;Modugno;PM10;9;13
Modugno - EN02;09/08/2023;Bari;Modugno;PM10;11;13
Modugno - EN02;10/08/2023;Bari;Modugno;PM10;12;13
Modugno - EN02;11/08/2023;Bari;Modugno;PM10;16;13
Modugno - EN02;12/08/2023;Bari;Modugno;PM10;15;13
Modugno - EN02;13/08/2023;Bari;Modugno;PM10;14;13
Modugno - EN02;14/08/2023;Bari;Modugno;PM10;17;13
Modugno - EN02;15/08/2023;Bari;Modugno;PM10;20;13
Modugno - EN02;16/08/2023;Bari;Modugno;PM10;25;13
Modugno - EN02;17/08/2023;Bari;Modugno;PM10;30;13
Modugno - EN02;18/08/2023;Bari;Modugno;PM10;24;13
Modugno - EN02;19/08/2023;Bari;Modugno;PM10;26;13
Modugno - EN02;20/08/2023;Bari;Modugno;PM10;26;13
Modugno - EN02;21/08/2023;Bari;Modugno;PM10;34;13
Modugno - EN02;22/08/2023;Bari;Modugno;PM10;37;13
Modugno - EN02;23/08/2023;Bari;Modugno;PM10;39;13
Modugno - EN02;24/08/2023;Bari;Modugno;PM10;39;13
Modugno - EN02;25/08/2023;Bari;Modugno;PM10;50;13
Modugno - EN02;26/08/2023;Bari;Modugno;PM10;0;13
Modugno - EN02;27/08/2023;Bari;Modugno;PM10;28;13
Modugno - EN02;28/08/2023;Bari;Modugno;PM10;0;13
Modugno - EN02;29/08/2023;Bari;Modugno;PM10;21;13
Modugno - EN02;30/08/2023;Bari;Modugno;PM10;20;13
Modugno - EN02;31/08/2023;Bari;Modugno;PM10;17;13
Modugno - EN02;01/09/2023;Bari;Modugno;PM10;16;13
Modugno - EN02;02/09/2023;Bari;Modugno;PM10;0;13
Modugno - EN02;03/09/2023;Bari;Modugno;PM10;0;13
Modugno - EN02;04/09/2023;Bari;Modugno;PM10;35;13
Modugno - EN02;05/09/2023;Bari;Modugno;PM10;22;13
Modugno - EN02;06/09/2023;Bari;Modugno;PM10;31;13
Modugno - EN02;07/09/2023;Bari;Modugno;PM10;33;13
Modugno - EN02;08/09/2023;Bari;Modugno;PM10;26;13
Modugno - EN02;09/09/2023;Bari;Modugno;PM10;25;13
Modugno - EN02;10/09/2023;Bari;Modugno;PM10;23;13
Modugno - EN02;11/09/2023;Bari;Modugno;PM10;31;13
Modugno - EN02;12/09/2023;Bari;Modugno;PM10;47;13
Modugno - EN02;13/09/2023;Bari;Modugno;PM10;46;13
Modugno - EN02;14/09/2023;Bari;Modugno;PM10;39;13
Modugno - EN02;15/09/2023;Bari;Modugno;PM10;31;13
Modugno - EN02;16/09/2023;Bari;Modugno;PM10;21;13
Modugno - EN02;17/09/2023;Bari;Modugno;PM10;39;13
Modugno - EN02;18/09/2023;Bari;Modugno;PM10;41;13
Modugno - EN02;19/09/2023;Bari;Modugno;PM10;66;13
Modugno - EN02;20/09/2023;Bari;Modugno;PM10;60;13
Modugno - EN02;21/09/2023;Bari;Modugno;PM10;45;13
Modugno - EN02;22/09/2023;Bari;Modugno;PM10;59;13
Modugno - EN02;23/09/2023;Bari;Modugno;PM10;44;13
Modugno - EN02;24/09/2023;Bari;Modugno;PM10;8;13
Modugno - EN02;25/09/2023;Bari;Modugno;PM10;12;13
Modugno - EN02;26/09/2023;Bari;Modugno;PM10;26;13
Modugno - EN02;27/09/2023;Bari;Modugno;PM10;32;13
Modugno - EN02;28/09/2023;Bari;Modugno;PM10;32;13
Modugno - EN02;29/09/2023;Bari;Modugno;PM10;31;13
Modugno - EN02;30/09/2023;Bari;Modugno;PM10;28;13
Modugno - EN02;01/10/2023;Bari;Modugno;PM10;26;13
Modugno - EN02;02/10/2023;Bari;Modugno;PM10;21;13
Modugno - EN02;03/10/2023;Bari;Modugno;PM10;28;13
Modugno - EN02;04/10/2023;Bari;Modugno;PM10;35;13
Modugno - EN02;05/10/2023;Bari;Modugno;PM10;28;13
Modugno - EN02;06/10/2023;Bari;Modugno;PM10;23;13
Modugno - EN02;07/10/2023;Bari;Modugno;PM10;19;13
Modugno - EN02;08/10/2023;Bari;Modugno;PM10;22;13
Modugno - EN02;09/10/2023;Bari;Modugno;PM10;49;13
Modugno - EN02;10/10/2023;Bari;Modugno;PM10;62;13
Modugno - EN02;11/10/2023;Bari;Modugno;PM10;51;13
Modugno - EN02;12/10/2023;Bari;Modugno;PM10;46;13
Modugno - EN02;13/10/2023;Bari;Modugno;PM10;48;13
Modugno - EN02;14/10/2023;Bari;Modugno;PM10;44;13
Modugno - EN02;15/10/2023;Bari;Modugno;PM10;30;13
Modugno - EN02;16/10/2023;Bari;Modugno;PM10;12;13
Modugno - EN02;17/10/2023;Bari;Modugno;PM10;8;13
Modugno - EN02;18/10/2023;Bari;Modugno;PM10;10;13
Modugno - EN02;19/10/2023;Bari;Modugno;PM10;24;13
Modugno - EN02;20/10/2023;Bari;Modugno;PM10;30;13
Modugno - EN02;21/10/2023;Bari;Modugno;PM10;56;13
Modugno - EN02;22/10/2023;Bari;Modugno;PM10;19;13
Modugno - EN02;23/10/2023;Bari;Modugno;PM10;16;13
Modugno - EN02;24/10/2023;Bari;Modugno;PM10;48;13
Modugno - EN02;25/10/2023;Bari;Modugno;PM10;65;13
Modugno - EN02;26/10/2023;Bari;Modugno;PM10;12;13
Modugno - EN02;27/10/2023;Bari;Modugno;PM10;13;13
Modugno - EN02;28/10/2023;Bari;Modugno;PM10;13;13
Modugno - EN02;29/10/2023;Bari;Modugno;PM10;10;13
Modugno - EN02;30/10/2023;Bari;Modugno;PM10;14;13
Modugno - EN02;31/10/2023;Bari;Modugno;PM10;21;13
Modugno - EN02;01/11/2023;Bari;Modugno;PM10;12;13
Modugno - EN02;02/11/2023;Bari;Modugno;PM10;11;13
Modugno - EN02;03/11/2023;Bari;Modugno;PM10;17;13
Modugno - EN02;04/11/2023;Bari;Modugno;PM10;9;13
Modugno - EN02;05/11/2023;Bari;Modugno;PM10;18;13
Modugno - EN02;06/11/2023;Bari;Modugno;PM10;20;13
Modugno - EN02;07/11/2023;Bari;Modugno;PM10;24;13
Modugno - EN02;08/11/2023;Bari;Modugno;PM10;14;13
Modugno - EN02;09/11/2023;Bari;Modugno;PM10;10;13
Modugno - EN02;10/11/2023;Bari;Modugno;PM10;9;13
Modugno - EN02;11/11/2023;Bari;Modugno;PM10;11;13
Modugno - EN02;12/11/2023;Bari;Modugno;PM10;8;13
Modugno - EN02;13/11/2023;Bari;Modugno;PM10;15;13
Modugno - EN02;14/11/2023;Bari;Modugno;PM10;21;13
Modugno - EN02;15/11/2023;Bari;Modugno;PM10;19;13
Modugno - EN02;16/11/2023;Bari;Modugno;PM10;22;13
Modugno - EN02;17/11/2023;Bari;Modugno;PM10;17;13
Modugno - EN02;18/11/2023;Bari;Modugno;PM10;9;13
Modugno - EN02;19/11/2023;Bari;Modugno;PM10;17;13
Modugno - EN02;20/11/2023;Bari;Modugno;PM10;23;13
Modugno - EN02;21/11/2023;Bari;Modugno;PM10;11;13
Modugno - EN02;22/11/2023;Bari;Modugno;PM10;12;13
Modugno - EN02;23/11/2023;Bari;Modugno;PM10;16;13
Modugno - EN02;24/11/2023;Bari;Modugno;PM10;25;13
Modugno - EN02;25/11/2023;Bari;Modugno;PM10;10;13
Modugno - EN02;26/11/2023;Bari;Modugno;PM10;8;13
Modugno - EN02;27/11/2023;Bari;Modugno;PM10;10;13
Modugno - EN02;28/11/2023;Bari;Modugno;PM10;9;13
Modugno - EN02;29/11/2023;Bari;Modugno;PM10;24;13
Modugno - EN02;30/11/2023;Bari;Modugno;PM10;13;13
Modugno - EN02;01/12/2023;Bari;Modugno;PM10;29;13
Modugno - EN02;02/12/2023;Bari;Modugno;PM10;43;13
Modugno - EN02;03/12/2023;Bari;Modugno;PM10;8;13
Modugno - EN02;04/12/2023;Bari;Modugno;PM10;20;13
Modugno - EN02;05/12/2023;Bari;Modugno;PM10;16;13
Modugno - EN02;06/12/2023;Bari;Modugno;PM10;17;13
Modugno - EN02;07/12/2023;Bari;Modugno;PM10;12;13
Modugno - EN02;08/12/2023;Bari;Modugno;PM10;15;13
Modugno - EN02;09/12/2023;Bari;Modugno;PM10;17;13
Modugno - EN02;10/12/2023;Bari;Modugno;PM10;8;13
Modugno - EN02;11/12/2023;Bari;Modugno;PM10;13;13
Modugno - EN02;12/12/2023;Bari;Modugno;PM10;17;13
