NomeCentralina ;DataRilevazione ;Provincia ;Comune ;Sigla ;Valore ;Superamenti PM10* 
Bari - CUS;17/01/2023;Bari;Bari;PM10;8;7
Bari - CUS;20/01/2023;Bari;Bari;PM10;14;7
Bari - CUS;21/01/2023;Bari;Bari;PM10;9;7
Bari - CUS;22/01/2023;Bari;Bari;PM10;13;7
Bari - CUS;23/01/2023;Bari;Bari;PM10;22;7
Bari - CUS;24/01/2023;Bari;Bari;PM10;35;7
Bari - CUS;25/01/2023;Bari;Bari;PM10;13;7
Bari - CUS;26/01/2023;Bari;Bari;PM10;8;7
Bari - CUS;27/01/2023;Bari;Bari;PM10;20;7
Bari - CUS;28/01/2023;Bari;Bari;PM10;23;7
Bari - CUS;29/01/2023;Bari;Bari;PM10;15;7
Bari - CUS;30/01/2023;Bari;Bari;PM10;25;7
Bari - CUS;31/01/2023;Bari;Bari;PM10;8;7
Bari - CUS;01/02/2023;Bari;Bari;PM10;20;7
Bari - CUS;02/02/2023;Bari;Bari;PM10;30;7
Bari - CUS;03/02/2023;Bari;Bari;PM10;28;7
Bari - CUS;04/02/2023;Bari;Bari;PM10;19;7
Bari - CUS;05/02/2023;Bari;Bari;PM10;15;7
Bari - CUS;06/02/2023;Bari;Bari;PM10;12;7
Bari - CUS;07/02/2023;Bari;Bari;PM10;11;7
Bari - CUS;08/02/2023;Bari;Bari;PM10;16;7
Bari - CUS;09/02/2023;Bari;Bari;PM10;14;7
Bari - CUS;10/02/2023;Bari;Bari;PM10;19;7
Bari - CUS;11/02/2023;Bari;Bari;PM10;27;7
Bari - CUS;12/02/2023;Bari;Bari;PM10;21;7
Bari - CUS;13/02/2023;Bari;Bari;PM10;25;7
Bari - CUS;14/02/2023;Bari;Bari;PM10;21;7
Bari - CUS;15/02/2023;Bari;Bari;PM10;42;7
Bari - CUS;16/02/2023;Bari;Bari;PM10;34;7
Bari - CUS;17/02/2023;Bari;Bari;PM10;51;7
Bari - CUS;18/02/2023;Bari;Bari;PM10;37;7
Bari - CUS;19/02/2023;Bari;Bari;PM10;22;7
Bari - CUS;20/02/2023;Bari;Bari;PM10;34;7
Bari - CUS;21/02/2023;Bari;Bari;PM10;27;7
Bari - CUS;22/02/2023;Bari;Bari;PM10;39;7
Bari - CUS;23/02/2023;Bari;Bari;PM10;44;7
Bari - CUS;24/02/2023;Bari;Bari;PM10;26;7
Bari - CUS;25/02/2023;Bari;Bari;PM10;25;7
Bari - CUS;26/02/2023;Bari;Bari;PM10;43;7
Bari - CUS;27/02/2023;Bari;Bari;PM10;10;7
Bari - CUS;28/02/2023;Bari;Bari;PM10;0;7
Bari - CUS;01/03/2023;Bari;Bari;PM10;27;7
Bari - CUS;02/03/2023;Bari;Bari;PM10;31;7
Bari - CUS;03/03/2023;Bari;Bari;PM10;16;7
Bari - CUS;04/03/2023;Bari;Bari;PM10;11;7
Bari - CUS;05/03/2023;Bari;Bari;PM10;18;7
Bari - CUS;06/03/2023;Bari;Bari;PM10;22;7
Bari - CUS;07/03/2023;Bari;Bari;PM10;21;7
Bari - CUS;08/03/2023;Bari;Bari;PM10;15;7
Bari - CUS;09/03/2023;Bari;Bari;PM10;0;7
Bari - CUS;10/03/2023;Bari;Bari;PM10;17;7
Bari - CUS;11/03/2023;Bari;Bari;PM10;27;7
Bari - CUS;12/03/2023;Bari;Bari;PM10;25;7
Bari - CUS;13/03/2023;Bari;Bari;PM10;15;7
Bari - CUS;14/03/2023;Bari;Bari;PM10;21;7
Bari - CUS;15/03/2023;Bari;Bari;PM10;13;7
Bari - CUS;16/03/2023;Bari;Bari;PM10;16;7
Bari - CUS;17/03/2023;Bari;Bari;PM10;16;7
Bari - CUS;18/03/2023;Bari;Bari;PM10;22;7
Bari - CUS;19/03/2023;Bari;Bari;PM10;25;7
Bari - CUS;20/03/2023;Bari;Bari;PM10;24;7
Bari - CUS;21/03/2023;Bari;Bari;PM10;16;7
Bari - CUS;22/03/2023;Bari;Bari;PM10;28;7
Bari - CUS;23/03/2023;Bari;Bari;PM10;22;7
Bari - CUS;24/03/2023;Bari;Bari;PM10;28;7
Bari - CUS;25/03/2023;Bari;Bari;PM10;19;7
Bari - CUS;26/03/2023;Bari;Bari;PM10;13;7
Bari - CUS;27/03/2023;Bari;Bari;PM10;15;7
Bari - CUS;28/03/2023;Bari;Bari;PM10;17;7
Bari - CUS;29/03/2023;Bari;Bari;PM10;16;7
Bari - CUS;30/03/2023;Bari;Bari;PM10;21;7
Bari - CUS;31/03/2023;Bari;Bari;PM10;21;7
Bari - CUS;01/04/2023;Bari;Bari;PM10;18;7
Bari - CUS;02/04/2023;Bari;Bari;PM10;16;7
Bari - CUS;03/04/2023;Bari;Bari;PM10;15;7
Bari - CUS;04/04/2023;Bari;Bari;PM10;15;7
Bari - CUS;05/04/2023;Bari;Bari;PM10;13;7
Bari - CUS;06/04/2023;Bari;Bari;PM10;18;7
Bari - CUS;07/04/2023;Bari;Bari;PM10;16;7
Bari - CUS;08/04/2023;Bari;Bari;PM10;15;7
Bari - CUS;09/04/2023;Bari;Bari;PM10;8;7
Bari - CUS;10/04/2023;Bari;Bari;PM10;0;7
Bari - CUS;11/04/2023;Bari;Bari;PM10;0;7
Bari - CUS;12/04/2023;Bari;Bari;PM10;0;7
Bari - CUS;13/04/2023;Bari;Bari;PM10;0;7
Bari - CUS;14/04/2023;Bari;Bari;PM10;15;7
Bari - CUS;15/04/2023;Bari;Bari;PM10;15;7
Bari - CUS;16/04/2023;Bari;Bari;PM10;9;7
Bari - CUS;17/04/2023;Bari;Bari;PM10;11;7
Bari - CUS;18/04/2023;Bari;Bari;PM10;14;7
Bari - CUS;19/04/2023;Bari;Bari;PM10;15;7
Bari - CUS;20/04/2023;Bari;Bari;PM10;17;7
Bari - CUS;21/04/2023;Bari;Bari;PM10;17;7
Bari - CUS;22/04/2023;Bari;Bari;PM10;20;7
Bari - CUS;23/04/2023;Bari;Bari;PM10;16;7
Bari - CUS;24/04/2023;Bari;Bari;PM10;24;7
Bari - CUS;25/04/2023;Bari;Bari;PM10;12;7
Bari - CUS;26/04/2023;Bari;Bari;PM10;0;7
Bari - CUS;27/04/2023;Bari;Bari;PM10;15;7
Bari - CUS;28/04/2023;Bari;Bari;PM10;14;7
Bari - CUS;29/04/2023;Bari;Bari;PM10;14;7
Bari - CUS;30/04/2023;Bari;Bari;PM10;6;7
Bari - CUS;01/05/2023;Bari;Bari;PM10;9;7
Bari - CUS;02/05/2023;Bari;Bari;PM10;14;7
Bari - CUS;03/05/2023;Bari;Bari;PM10;12;7
Bari - CUS;04/05/2023;Bari;Bari;PM10;20;7
Bari - CUS;05/05/2023;Bari;Bari;PM10;18;7
Bari - CUS;06/05/2023;Bari;Bari;PM10;15;7
Bari - CUS;07/05/2023;Bari;Bari;PM10;15;7
Bari - CUS;08/05/2023;Bari;Bari;PM10;19;7
Bari - CUS;09/05/2023;Bari;Bari;PM10;16;7
Bari - CUS;10/05/2023;Bari;Bari;PM10;15;7
Bari - CUS;11/05/2023;Bari;Bari;PM10;11;7
Bari - CUS;12/05/2023;Bari;Bari;PM10;17;7
Bari - CUS;13/05/2023;Bari;Bari;PM10;16;7
Bari - CUS;14/05/2023;Bari;Bari;PM10;25;7
Bari - CUS;15/05/2023;Bari;Bari;PM10;18;7
Bari - CUS;16/05/2023;Bari;Bari;PM10;15;7
Bari - CUS;17/05/2023;Bari;Bari;PM10;13;7
Bari - CUS;18/05/2023;Bari;Bari;PM10;13;7
Bari - CUS;19/05/2023;Bari;Bari;PM10;13;7
Bari - CUS;20/05/2023;Bari;Bari;PM10;14;7
Bari - CUS;21/05/2023;Bari;Bari;PM10;15;7
Bari - CUS;22/05/2023;Bari;Bari;PM10;21;7
Bari - CUS;23/05/2023;Bari;Bari;PM10;23;7
Bari - CUS;24/05/2023;Bari;Bari;PM10;24;7
Bari - CUS;26/05/2023;Bari;Bari;PM10;18;7
Bari - CUS;27/05/2023;Bari;Bari;PM10;13;7
Bari - CUS;28/05/2023;Bari;Bari;PM10;17;7
Bari - CUS;29/05/2023;Bari;Bari;PM10;18;7
Bari - CUS;30/05/2023;Bari;Bari;PM10;20;7
Bari - CUS;31/05/2023;Bari;Bari;PM10;12;7
Bari - CUS;01/06/2023;Bari;Bari;PM10;17;7
Bari - CUS;02/06/2023;Bari;Bari;PM10;11;7
Bari - CUS;03/06/2023;Bari;Bari;PM10;10;7
Bari - CUS;04/06/2023;Bari;Bari;PM10;12;7
Bari - CUS;05/06/2023;Bari;Bari;PM10;21;7
Bari - CUS;06/06/2023;Bari;Bari;PM10;15;7
Bari - CUS;07/06/2023;Bari;Bari;PM10;12;7
Bari - CUS;08/06/2023;Bari;Bari;PM10;11;7
Bari - CUS;09/06/2023;Bari;Bari;PM10;12;7
Bari - CUS;10/06/2023;Bari;Bari;PM10;11;7
Bari - CUS;11/06/2023;Bari;Bari;PM10;9;7
Bari - CUS;12/06/2023;Bari;Bari;PM10;9;7
Bari - CUS;13/06/2023;Bari;Bari;PM10;9;7
Bari - CUS;14/06/2023;Bari;Bari;PM10;12;7
Bari - CUS;15/06/2023;Bari;Bari;PM10;9;7
Bari - CUS;16/06/2023;Bari;Bari;PM10;15;7
Bari - CUS;17/06/2023;Bari;Bari;PM10;18;7
Bari - CUS;18/06/2023;Bari;Bari;PM10;15;7
Bari - CUS;19/06/2023;Bari;Bari;PM10;20;7
Bari - CUS;20/06/2023;Bari;Bari;PM10;22;7
Bari - CUS;21/06/2023;Bari;Bari;PM10;27;7
Bari - CUS;22/06/2023;Bari;Bari;PM10;32;7
Bari - CUS;23/06/2023;Bari;Bari;PM10;50;7
Bari - CUS;24/06/2023;Bari;Bari;PM10;24;7
Bari - CUS;25/06/2023;Bari;Bari;PM10;12;7
Bari - CUS;26/06/2023;Bari;Bari;PM10;14;7
Bari - CUS;27/06/2023;Bari;Bari;PM10;16;7
Bari - CUS;28/06/2023;Bari;Bari;PM10;23;7
Bari - CUS;29/06/2023;Bari;Bari;PM10;15;7
Bari - CUS;30/06/2023;Bari;Bari;PM10;15;7
Bari - CUS;01/07/2023;Bari;Bari;PM10;22;7
Bari - CUS;02/07/2023;Bari;Bari;PM10;14;7
Bari - CUS;03/07/2023;Bari;Bari;PM10;13;7
Bari - CUS;04/07/2023;Bari;Bari;PM10;14;7
Bari - CUS;05/07/2023;Bari;Bari;PM10;16;7
Bari - CUS;06/07/2023;Bari;Bari;PM10;20;7
Bari - CUS;07/07/2023;Bari;Bari;PM10;21;7
Bari - CUS;08/07/2023;Bari;Bari;PM10;16;7
Bari - CUS;09/07/2023;Bari;Bari;PM10;16;7
Bari - CUS;10/07/2023;Bari;Bari;PM10;21;7
Bari - CUS;11/07/2023;Bari;Bari;PM10;25;7
Bari - CUS;12/07/2023;Bari;Bari;PM10;31;7
Bari - CUS;13/07/2023;Bari;Bari;PM10;29;7
Bari - CUS;14/07/2023;Bari;Bari;PM10;29;7
Bari - CUS;15/07/2023;Bari;Bari;PM10;26;7
Bari - CUS;16/07/2023;Bari;Bari;PM10;23;7
Bari - CUS;17/07/2023;Bari;Bari;PM10;28;7
Bari - CUS;18/07/2023;Bari;Bari;PM10;42;7
Bari - CUS;19/07/2023;Bari;Bari;PM10;37;7
Bari - CUS;20/07/2023;Bari;Bari;PM10;41;7
Bari - CUS;21/07/2023;Bari;Bari;PM10;43;7
Bari - CUS;22/07/2023;Bari;Bari;PM10;59;7
Bari - CUS;23/07/2023;Bari;Bari;PM10;39;7
Bari - CUS;24/07/2023;Bari;Bari;PM10;41;7
Bari - CUS;25/07/2023;Bari;Bari;PM10;76;7
Bari - CUS;26/07/2023;Bari;Bari;PM10;26;7
Bari - CUS;27/07/2023;Bari;Bari;PM10;10;7
Bari - CUS;28/07/2023;Bari;Bari;PM10;14;7
Bari - CUS;29/07/2023;Bari;Bari;PM10;23;7
Bari - CUS;30/07/2023;Bari;Bari;PM10;14;7
Bari - CUS;31/07/2023;Bari;Bari;PM10;13;7
Bari - CUS;01/08/2023;Bari;Bari;PM10;0;7
Bari - CUS;02/08/2023;Bari;Bari;PM10;0;7
Bari - CUS;03/08/2023;Bari;Bari;PM10;18;7
Bari - CUS;04/08/2023;Bari;Bari;PM10;19;7
Bari - CUS;05/08/2023;Bari;Bari;PM10;12;7
Bari - CUS;06/08/2023;Bari;Bari;PM10;7;7
Bari - CUS;07/08/2023;Bari;Bari;PM10;17;7
Bari - CUS;08/08/2023;Bari;Bari;PM10;11;7
Bari - CUS;09/08/2023;Bari;Bari;PM10;13;7
Bari - CUS;10/08/2023;Bari;Bari;PM10;16;7
Bari - CUS;11/08/2023;Bari;Bari;PM10;19;7
Bari - CUS;12/08/2023;Bari;Bari;PM10;19;7
Bari - CUS;13/08/2023;Bari;Bari;PM10;14;7
Bari - CUS;14/08/2023;Bari;Bari;PM10;15;7
Bari - CUS;15/08/2023;Bari;Bari;PM10;21;7
Bari - CUS;16/08/2023;Bari;Bari;PM10;21;7
Bari - CUS;17/08/2023;Bari;Bari;PM10;25;7
Bari - CUS;18/08/2023;Bari;Bari;PM10;21;7
Bari - CUS;19/08/2023;Bari;Bari;PM10;26;7
Bari - CUS;20/08/2023;Bari;Bari;PM10;23;7
Bari - CUS;21/08/2023;Bari;Bari;PM10;32;7
Bari - CUS;22/08/2023;Bari;Bari;PM10;30;7
Bari - CUS;24/08/2023;Bari;Bari;PM10;28;7
Bari - CUS;25/08/2023;Bari;Bari;PM10;32;7
Bari - CUS;26/08/2023;Bari;Bari;PM10;34;7
Bari - CUS;27/08/2023;Bari;Bari;PM10;27;7
Bari - CUS;28/08/2023;Bari;Bari;PM10;36;7
Bari - CUS;30/08/2023;Bari;Bari;PM10;0;7
Bari - CUS;31/08/2023;Bari;Bari;PM10;3;7
Bari - CUS;01/09/2023;Bari;Bari;PM10;9;7
Bari - CUS;02/09/2023;Bari;Bari;PM10;20;7
Bari - CUS;03/09/2023;Bari;Bari;PM10;19;7
Bari - CUS;04/09/2023;Bari;Bari;PM10;11;7
Bari - CUS;05/09/2023;Bari;Bari;PM10;0;7
Bari - CUS;06/09/2023;Bari;Bari;PM10;8;7
Bari - CUS;07/09/2023;Bari;Bari;PM10;17;7
Bari - CUS;08/09/2023;Bari;Bari;PM10;20;7
Bari - CUS;09/09/2023;Bari;Bari;PM10;24;7
Bari - CUS;10/09/2023;Bari;Bari;PM10;25;7
Bari - CUS;11/09/2023;Bari;Bari;PM10;29;7
Bari - CUS;12/09/2023;Bari;Bari;PM10;34;7
Bari - CUS;13/09/2023;Bari;Bari;PM10;29;7
Bari - CUS;14/09/2023;Bari;Bari;PM10;31;7
Bari - CUS;15/09/2023;Bari;Bari;PM10;25;7
Bari - CUS;16/09/2023;Bari;Bari;PM10;19;7
Bari - CUS;17/09/2023;Bari;Bari;PM10;20;7
Bari - CUS;18/09/2023;Bari;Bari;PM10;29;7
Bari - CUS;19/09/2023;Bari;Bari;PM10;56;7
Bari - CUS;20/09/2023;Bari;Bari;PM10;40;7
Bari - CUS;21/09/2023;Bari;Bari;PM10;32;7
Bari - CUS;22/09/2023;Bari;Bari;PM10;52;7
Bari - CUS;23/09/2023;Bari;Bari;PM10;0;7
Bari - CUS;24/09/2023;Bari;Bari;PM10;0;7
Bari - CUS;25/09/2023;Bari;Bari;PM10;0;7
Bari - CUS;26/09/2023;Bari;Bari;PM10;0;7
Bari - CUS;27/09/2023;Bari;Bari;PM10;27;7
Bari - CUS;28/09/2023;Bari;Bari;PM10;33;7
Bari - CUS;29/09/2023;Bari;Bari;PM10;29;7
Bari - CUS;30/09/2023;Bari;Bari;PM10;30;7
Bari - CUS;01/10/2023;Bari;Bari;PM10;26;7
Bari - CUS;02/10/2023;Bari;Bari;PM10;19;7
Bari - CUS;03/10/2023;Bari;Bari;PM10;24;7
Bari - CUS;04/10/2023;Bari;Bari;PM10;28;7
Bari - CUS;05/10/2023;Bari;Bari;PM10;26;7
Bari - CUS;06/10/2023;Bari;Bari;PM10;19;7
Bari - CUS;07/10/2023;Bari;Bari;PM10;20;7
Bari - CUS;08/10/2023;Bari;Bari;PM10;23;7
Bari - CUS;09/10/2023;Bari;Bari;PM10;36;7
Bari - CUS;10/10/2023;Bari;Bari;PM10;41;7
Bari - CUS;11/10/2023;Bari;Bari;PM10;35;7
Bari - CUS;12/10/2023;Bari;Bari;PM10;32;7
Bari - CUS;13/10/2023;Bari;Bari;PM10;36;7
Bari - CUS;14/10/2023;Bari;Bari;PM10;38;7
Bari - CUS;15/10/2023;Bari;Bari;PM10;24;7
Bari - CUS;16/10/2023;Bari;Bari;PM10;13;7
Bari - CUS;17/10/2023;Bari;Bari;PM10;5;7
Bari - CUS;18/10/2023;Bari;Bari;PM10;10;7
Bari - CUS;19/10/2023;Bari;Bari;PM10;20;7
Bari - CUS;20/10/2023;Bari;Bari;PM10;32;7
Bari - CUS;21/10/2023;Bari;Bari;PM10;51;7
Bari - CUS;22/10/2023;Bari;Bari;PM10;20;7
Bari - CUS;23/10/2023;Bari;Bari;PM10;19;7
Bari - CUS;24/10/2023;Bari;Bari;PM10;38;7
Bari - CUS;25/10/2023;Bari;Bari;PM10;58;7
Bari - CUS;26/10/2023;Bari;Bari;PM10;9;7
Bari - CUS;27/10/2023;Bari;Bari;PM10;12;7
Bari - CUS;28/10/2023;Bari;Bari;PM10;20;7
Bari - CUS;29/10/2023;Bari;Bari;PM10;16;7
Bari - CUS;30/10/2023;Bari;Bari;PM10;16;7
Bari - CUS;31/10/2023;Bari;Bari;PM10;24;7
Bari - CUS;01/11/2023;Bari;Bari;PM10;14;7
Bari - CUS;02/11/2023;Bari;Bari;PM10;8;7
Bari - CUS;03/11/2023;Bari;Bari;PM10;14;7
Bari - CUS;04/11/2023;Bari;Bari;PM10;9;7
Bari - CUS;05/11/2023;Bari;Bari;PM10;16;7
Bari - CUS;06/11/2023;Bari;Bari;PM10;28;7
Bari - CUS;07/11/2023;Bari;Bari;PM10;27;7
Bari - CUS;08/11/2023;Bari;Bari;PM10;19;7
Bari - CUS;09/11/2023;Bari;Bari;PM10;16;7
Bari - CUS;10/11/2023;Bari;Bari;PM10;8;7
Bari - CUS;11/11/2023;Bari;Bari;PM10;14;7
Bari - CUS;12/11/2023;Bari;Bari;PM10;9;7
Bari - CUS;13/11/2023;Bari;Bari;PM10;14;7
Bari - CUS;14/11/2023;Bari;Bari;PM10;18;7
Bari - CUS;15/11/2023;Bari;Bari;PM10;15;7
Bari - CUS;16/11/2023;Bari;Bari;PM10;16;7
Bari - CUS;17/11/2023;Bari;Bari;PM10;13;7
Bari - CUS;18/11/2023;Bari;Bari;PM10;16;7
Bari - CUS;19/11/2023;Bari;Bari;PM10;17;7
Bari - CUS;20/11/2023;Bari;Bari;PM10;26;7
Bari - CUS;21/11/2023;Bari;Bari;PM10;11;7
Bari - CUS;22/11/2023;Bari;Bari;PM10;10;7
Bari - CUS;23/11/2023;Bari;Bari;PM10;11;7
Bari - CUS;24/11/2023;Bari;Bari;PM10;18;7
Bari - CUS;25/11/2023;Bari;Bari;PM10;15;7
Bari - CUS;26/11/2023;Bari;Bari;PM10;13;7
Bari - CUS;27/11/2023;Bari;Bari;PM10;13;7
Bari - CUS;28/11/2023;Bari;Bari;PM10;15;7
Bari - CUS;29/11/2023;Bari;Bari;PM10;0;7
Bari - CUS;30/11/2023;Bari;Bari;PM10;19;7
Bari - CUS;01/12/2023;Bari;Bari;PM10;35;7
Bari - CUS;02/12/2023;Bari;Bari;PM10;44;7
Bari - CUS;03/12/2023;Bari;Bari;PM10;18;7
Bari - CUS;04/12/2023;Bari;Bari;PM10;21;7
Bari - CUS;05/12/2023;Bari;Bari;PM10;21;7
Bari - CUS;06/12/2023;Bari;Bari;PM10;18;7
Bari - CUS;07/12/2023;Bari;Bari;PM10;10;7
Bari - CUS;08/12/2023;Bari;Bari;PM10;13;7
Bari - CUS;09/12/2023;Bari;Bari;PM10;23;7
Bari - CUS;10/12/2023;Bari;Bari;PM10;9;7
Bari - CUS;11/12/2023;Bari;Bari;PM10;17;7
Bari - CUS;12/12/2023;Bari;Bari;PM10;18;7
Bari - CUS;13/12/2023;Bari;Bari;PM10;18;7
Bari - CUS;14/12/2023;Bari;Bari;PM10;15;7
Bari - CUS;15/12/2023;Bari;Bari;PM10;11;7
Bari - CUS;16/12/2023;Bari;Bari;PM10;22;7
Bari - CUS;17/12/2023;Bari;Bari;PM10;23;7
Bari - CUS;18/12/2023;Bari;Bari;PM10;28;7
Bari - CUS;19/12/2023;Bari;Bari;PM10;43;7
Bari - CUS;20/12/2023;Bari;Bari;PM10;27;7
Bari - CUS;21/12/2023;Bari;Bari;PM10;26;7
Bari - CUS;22/12/2023;Bari;Bari;PM10;21;7
Bari - CUS;23/12/2023;Bari;Bari;PM10;28;7
Bari - CUS;24/12/2023;Bari;Bari;PM10;26;7
Bari - CUS;25/12/2023;Bari;Bari;PM10;28;7
Bari - CUS;26/12/2023;Bari;Bari;PM10;30;7
Bari - CUS;27/12/2023;Bari;Bari;PM10;35;7
Bari - CUS;28/12/2023;Bari;Bari;PM10;33;7
Bari - CUS;29/12/2023;Bari;Bari;PM10;37;7
Bari - CUS;30/12/2023;Bari;Bari;PM10;43;7
Bari - CUS;31/12/2023;Bari;Bari;PM10;36;7
Bari - CUS;01/01/2024;Bari;Bari;PM10;14;7
Bari - CUS;02/01/2024;Bari;Bari;PM10;17;7
Bari - CUS;03/01/2024;Bari;Bari;PM10;20;7
Bari - CUS;04/01/2024;Bari;Bari;PM10;26;7
Bari - CUS;05/01/2024;Bari;Bari;PM10;17;7
Bari - CUS;06/01/2024;Bari;Bari;PM10;12;7
Bari - CUS;07/01/2024;Bari;Bari;PM10;13;7
Bari - CUS;08/01/2024;Bari;Bari;PM10;19;7
Bari - CUS;09/01/2024;Bari;Bari;PM10;17;7
Bari - CUS;10/01/2024;Bari;Bari;PM10;22;7
Bari - CUS;11/01/2024;Bari;Bari;PM10;22;7
Bari - CUS;12/01/2024;Bari;Bari;PM10;12;7
Bari - CUS;13/01/2024;Bari;Bari;PM10;13;7
Bari - CUS;14/01/2024;Bari;Bari;PM10;24;7
Bari - CUS;15/01/2024;Bari;Bari;PM10;13;7
Bari - CUS;16/01/2024;Bari;Bari;PM10;24;7
Bari - CUS;17/01/2024;Bari;Bari;PM10;16;7
Bari - CUS;18/01/2024;Bari;Bari;PM10;18;7
Bari - CUS;19/01/2024;Bari;Bari;PM10;30;7
Bari - CUS;20/01/2024;Bari;Bari;PM10;12;7
Bari - CUS;21/01/2024;Bari;Bari;PM10;19;7
Bari - CUS;22/01/2024;Bari;Bari;PM10;41;7
Bari - CUS;23/01/2024;Bari;Bari;PM10;23;7
Bari - CUS;24/01/2024;Bari;Bari;PM10;25;7
Bari - CUS;25/01/2024;Bari;Bari;PM10;31;7
Bari - CUS;26/01/2024;Bari;Bari;PM10;44;7
Bari - CUS;27/01/2024;Bari;Bari;PM10;46;7
Bari - CUS;28/01/2024;Bari;Bari;PM10;16;7
Bari - CUS;29/01/2024;Bari;Bari;PM10;18;7
Bari - CUS;30/01/2024;Bari;Bari;PM10;38;7
Bari - CUS;31/01/2024;Bari;Bari;PM10;31;7
Bari - CUS;01/02/2024;Bari;Bari;PM10;47;7
Bari - CUS;02/02/2024;Bari;Bari;PM10;29;7
Bari - CUS;03/02/2024;Bari;Bari;PM10;28;7
Bari - CUS;04/02/2024;Bari;Bari;PM10;39;7
Bari - CUS;05/02/2024;Bari;Bari;PM10;23;7
Bari - CUS;06/02/2024;Bari;Bari;PM10;0;7
Bari - CUS;07/02/2024;Bari;Bari;PM10;14;7
Bari - CUS;08/02/2024;Bari;Bari;PM10;0;7
Bari - CUS;09/02/2024;Bari;Bari;PM10;0;7
Bari - CUS;10/02/2024;Bari;Bari;PM10;39;7
Bari - CUS;11/02/2024;Bari;Bari;PM10;24;7
Bari - CUS;12/02/2024;Bari;Bari;PM10;20;7
Bari - CUS;13/02/2024;Bari;Bari;PM10;18;7
Bari - CUS;14/02/2024;Bari;Bari;PM10;21;7
Bari - CUS;15/02/2024;Bari;Bari;PM10;25;7
Bari - CUS;16/02/2024;Bari;Bari;PM10;34;7
Bari - CUS;17/02/2024;Bari;Bari;PM10;38;7
Bari - CUS;18/02/2024;Bari;Bari;PM10;32;7
Bari - CUS;19/02/2024;Bari;Bari;PM10;50;7
Bari - CUS;20/02/2024;Bari;Bari;PM10;33;7
Bari - CUS;21/02/2024;Bari;Bari;PM10;18;7
Bari - CUS;22/02/2024;Bari;Bari;PM10;23;7
Bari - CUS;23/02/2024;Bari;Bari;PM10;21;7
Bari - CUS;24/02/2024;Bari;Bari;PM10;17;7
Bari - CUS;25/02/2024;Bari;Bari;PM10;18;7
Bari - CUS;26/02/2024;Bari;Bari;PM10;8;7
Bari - CUS;27/02/2024;Bari;Bari;PM10;0;7
Bari - CUS;28/02/2024;Bari;Bari;PM10;8;7
Bari - CUS;29/02/2024;Bari;Bari;PM10;17;7
Bari - CUS;01/03/2024;Bari;Bari;PM10;23;7
Bari - CUS;02/03/2024;Bari;Bari;PM10;33;7
Bari - CUS;03/03/2024;Bari;Bari;PM10;14;7
Bari - CUS;04/03/2024;Bari;Bari;PM10;25;7
Bari - CUS;05/03/2024;Bari;Bari;PM10;0;7
Bari - CUS;07/03/2024;Bari;Bari;PM10;13;7
Bari - CUS;08/03/2024;Bari;Bari;PM10;17;7
Bari - CUS;09/03/2024;Bari;Bari;PM10;17;7
Bari - CUS;10/03/2024;Bari;Bari;PM10;21;7
Bari - CUS;11/03/2024;Bari;Bari;PM10;10;7
Bari - CUS;12/03/2024;Bari;Bari;PM10;10;7
Bari - CUS;13/03/2024;Bari;Bari;PM10;13;7
Bari - CUS;14/03/2024;Bari;Bari;PM10;22;7
Bari - Kennedy;01/01/2023;Bari;Bari;PM10;34;7
Bari - Kennedy;02/01/2023;Bari;Bari;PM10;29;7
Bari - Kennedy;03/01/2023;Bari;Bari;PM10;32;7
Bari - Kennedy;04/01/2023;Bari;Bari;PM10;23;7
Bari - Kennedy;05/01/2023;Bari;Bari;PM10;28;7
Bari - Kennedy;06/01/2023;Bari;Bari;PM10;30;7
Bari - Kennedy;07/01/2023;Bari;Bari;PM10;31;7
Bari - Kennedy;08/01/2023;Bari;Bari;PM10;18;7
Bari - Kennedy;09/01/2023;Bari;Bari;PM10;4;7
Bari - Kennedy;10/01/2023;Bari;Bari;PM10;10;7
Bari - Kennedy;11/01/2023;Bari;Bari;PM10;14;7
Bari - Kennedy;12/01/2023;Bari;Bari;PM10;16;7
Bari - Kennedy;13/01/2023;Bari;Bari;PM10;28;7
Bari - Kennedy;14/01/2023;Bari;Bari;PM10;19;7
Bari - Kennedy;15/01/2023;Bari;Bari;PM10;16;7
Bari - Kennedy;16/01/2023;Bari;Bari;PM10;7;7
Bari - Kennedy;17/01/2023;Bari;Bari;PM10;2;7
Bari - Kennedy;18/01/2023;Bari;Bari;PM10;8;7
Bari - Kennedy;19/01/2023;Bari;Bari;PM10;10;7
Bari - Kennedy;20/01/2023;Bari;Bari;PM10;13;7
Bari - Kennedy;21/01/2023;Bari;Bari;PM10;10;7
Bari - Kennedy;22/01/2023;Bari;Bari;PM10;12;7
Bari - Kennedy;23/01/2023;Bari;Bari;PM10;16;7
Bari - Kennedy;24/01/2023;Bari;Bari;PM10;34;7
Bari - Kennedy;25/01/2023;Bari;Bari;PM10;21;7
Bari - Kennedy;26/01/2023;Bari;Bari;PM10;9;7
Bari - Kennedy;27/01/2023;Bari;Bari;PM10;5;7
Bari - Kennedy;28/01/2023;Bari;Bari;PM10;9;7
Bari - Kennedy;29/01/2023;Bari;Bari;PM10;13;7
Bari - Kennedy;30/01/2023;Bari;Bari;PM10;21;7
